"Subject","Shape","Label","Label_Identity","Origin_Identity","English_Identity","Standarlized_Identity","Matching","Response","RT_ms","RT_sec","ACC"
1,"C.bmp","friend","Close","Self","Self","Self","Nonmatching","m",704,0.704,1
1,"C.bmp","friend","Close","Self","Self","Self","Nonmatching","m",663,0.663,1
1,"C.bmp","friend","Close","Self","Self","Self","Nonmatching","m",688,0.688,1
1,"C.bmp","friend","Close","Self","Self","Self","Nonmatching","m",732,0.732,1
1,"C.bmp","friend","Close","Self","Self","Self","Nonmatching","m",787,0.787,1
1,"C.bmp","friend","Close","Self","Self","Self","Nonmatching","m",1089,1.089,1
1,"C.bmp","friend","Close","Self","Self","Self","Nonmatching","m",798,0.798,1
1,"C.bmp","friend","Close","Self","Self","Self","Nonmatching","n",677,0.677,0
1,"C.bmp","friend","Close","Self","Self","Self","Nonmatching","m",707,0.707,1
1,"C.bmp","friend","Close","Self","Self","Self","Nonmatching","n",1071,1.071,0
1,"C.bmp","friend","Close","Self","Self","Self","Nonmatching","m",682,0.682,1
1,"C.bmp","friend","Close","Self","Self","Self","Nonmatching","m",857,0.857,1
1,"C.bmp","friend","Close","Self","Self","Self","Nonmatching","m",827,0.827,1
1,"C.bmp","friend","Close","Self","Self","Self","Nonmatching","m",754,0.754,1
1,"C.bmp","friend","Close","Self","Self","Self","Nonmatching","m",1050,1.05,1
1,"C.bmp","friend","Close","Self","Self","Self","Nonmatching","m",719,0.719,1
1,"C.bmp","friend","Close","Self","Self","Self","Nonmatching","m",928,0.928,1
1,"C.bmp","friend","Close","Self","Self","Self","Nonmatching","m",640,0.64,1
1,"C.bmp","friend","Close","Self","Self","Self","Nonmatching","m",873,0.873,1
1,"C.bmp","friend","Close","Self","Self","Self","Nonmatching","m",844,0.844,1
1,"C.bmp","friend","Close","Self","Self","Self","Nonmatching","m",737,0.737,1
1,"C.bmp","friend","Close","Self","Self","Self","Nonmatching","m",707,0.707,1
1,"C.bmp","friend","Close","Self","Self","Self","Nonmatching","m",765,0.765,1
1,"C.bmp","friend","Close","Self","Self","Self","Nonmatching","m",666,0.666,1
1,"C.bmp","friend","Close","Self","Self","Self","Nonmatching","m",742,0.742,1
1,"C.bmp","friend","Close","Self","Self","Self","Nonmatching","m",700,0.7,1
1,"C.bmp","friend","Close","Self","Self","Self","Nonmatching","m",645,0.645,1
1,"C.bmp","friend","Close","Self","Self","Self","Nonmatching","m",651,0.651,1
1,"C.bmp","friend","Close","Self","Self","Self","Nonmatching","m",751,0.751,1
1,"C.bmp","friend","Close","Self","Self","Self","Nonmatching","m",803,0.803,1
1,"C.bmp","friend","Close","Self","Self","Self","Nonmatching","m",662,0.662,1
1,"C.bmp","friend","Close","Self","Self","Self","Nonmatching","m",787,0.787,1
1,"C.bmp","friend","Close","Self","Self","Self","Nonmatching","n",624,0.624,0
1,"C.bmp","self","Self","Self","Self","Self","Matching","n",596,0.596,1
1,"C.bmp","self","Self","Self","Self","Self","Matching","n",596,0.596,1
1,"C.bmp","self","Self","Self","Self","Self","Matching","n",574,0.574,1
1,"C.bmp","self","Self","Self","Self","Self","Matching","n",568,0.568,1
1,"C.bmp","self","Self","Self","Self","Self","Matching","n",546,0.546,1
1,"C.bmp","self","Self","Self","Self","Self","Matching","n",681,0.681,1
1,"C.bmp","self","Self","Self","Self","Self","Matching","n",506,0.506,1
1,"C.bmp","self","Self","Self","Self","Self","Matching","n",536,0.536,1
1,"C.bmp","self","Self","Self","Self","Self","Matching","n",780,0.78,1
1,"C.bmp","self","Self","Self","Self","Self","Matching","n",415,0.415,1
1,"C.bmp","self","Self","Self","Self","Self","Matching","n",781,0.781,1
1,"C.bmp","self","Self","Self","Self","Self","Matching","n",585,0.585,1
1,"C.bmp","self","Self","Self","Self","Self","Matching","n",664,0.664,1
1,"C.bmp","self","Self","Self","Self","Self","Matching","n",645,0.645,1
1,"C.bmp","self","Self","Self","Self","Self","Matching","n",676,0.676,1
1,"C.bmp","self","Self","Self","Self","Self","Matching","n",584,0.584,1
1,"C.bmp","self","Self","Self","Self","Self","Matching","n",457,0.457,1
1,"C.bmp","self","Self","Self","Self","Self","Matching","n",489,0.489,1
1,"C.bmp","self","Self","Self","Self","Self","Matching","n",593,0.593,1
1,"C.bmp","self","Self","Self","Self","Self","Matching","n",855,0.855,1
1,"C.bmp","self","Self","Self","Self","Self","Matching","n",605,0.605,1
1,"C.bmp","self","Self","Self","Self","Self","Matching","n",478,0.478,1
1,"C.bmp","self","Self","Self","Self","Self","Matching","n",676,0.676,1
1,"C.bmp","self","Self","Self","Self","Self","Matching","n",590,0.59,1
1,"C.bmp","self","Self","Self","Self","Self","Matching","n",723,0.723,1
1,"C.bmp","self","Self","Self","Self","Self","Matching","n",599,0.599,1
1,"C.bmp","self","Self","Self","Self","Self","Matching","n",703,0.703,1
1,"C.bmp","self","Self","Self","Self","Self","Matching","n",686,0.686,1
1,"C.bmp","self","Self","Self","Self","Self","Matching","n",802,0.802,1
1,"C.bmp","self","Self","Self","Self","Self","Matching","n",590,0.59,1
1,"C.bmp","self","Self","Self","Self","Self","Matching","n",625,0.625,1
1,"C.bmp","self","Self","Self","Self","Self","Matching","n",631,0.631,1
1,"C.bmp","self","Self","Self","Self","Self","Matching","n",523,0.523,1
1,"C.bmp","self","Self","Self","Self","Self","Matching","n",897,0.897,1
1,"C.bmp","self","Self","Self","Self","Self","Matching","n",804,0.804,1
1,"C.bmp","self","Self","Self","Self","Self","Matching","n",606,0.606,1
1,"C.bmp","self","Self","Self","Self","Self","Matching","n",638,0.638,1
1,"C.bmp","self","Self","Self","Self","Self","Matching","n",587,0.587,1
1,"C.bmp","self","Self","Self","Self","Self","Matching","n",653,0.653,1
1,"C.bmp","self","Self","Self","Self","Self","Matching","n",584,0.584,1
1,"C.bmp","self","Self","Self","Self","Self","Matching","n",650,0.65,1
1,"C.bmp","self","Self","Self","Self","Self","Matching","n",625,0.625,1
1,"C.bmp","self","Self","Self","Self","Self","Matching","n",636,0.636,1
1,"C.bmp","self","Self","Self","Self","Self","Matching","n",577,0.577,1
1,"C.bmp","self","Self","Self","Self","Self","Matching","n",546,0.546,1
1,"C.bmp","self","Self","Self","Self","Self","Matching","n",665,0.665,1
1,"C.bmp","self","Self","Self","Self","Self","Matching","n",613,0.613,1
1,"C.bmp","self","Self","Self","Self","Self","Matching","n",1011,1.011,1
1,"C.bmp","self","Self","Self","Self","Self","Matching","n",644,0.644,1
1,"C.bmp","self","Self","Self","Self","Self","Matching","n",580,0.58,1
1,"C.bmp","self","Self","Self","Self","Self","Matching","n",671,0.671,1
1,"C.bmp","self","Self","Self","Self","Self","Matching","n",586,0.586,1
1,"C.bmp","self","Self","Self","Self","Self","Matching","n",570,0.57,1
1,"C.bmp","self","Self","Self","Self","Self","Matching","n",630,0.63,1
1,"C.bmp","self","Self","Self","Self","Self","Matching","n",562,0.562,1
1,"C.bmp","self","Self","Self","Self","Self","Matching","n",582,0.582,1
1,"C.bmp","self","Self","Self","Self","Self","Matching","n",840,0.84,1
1,"C.bmp","self","Self","Self","Self","Self","Matching","n",600,0.6,1
1,"C.bmp","self","Self","Self","Self","Self","Matching","n",1027,1.027,1
1,"C.bmp","self","Self","Self","Self","Self","Matching","n",815,0.815,1
1,"C.bmp","self","Self","Self","Self","Self","Matching","n",642,0.642,1
1,"C.bmp","self","Self","Self","Self","Self","Matching","n",634,0.634,1
1,"C.bmp","self","Self","Self","Self","Self","Matching","n",884,0.884,1
1,"C.bmp","stranger","Stranger","Self","Self","Self","Nonmatching","m",1021,1.021,1
1,"C.bmp","stranger","Stranger","Self","Self","Self","Nonmatching","m",877,0.877,1
1,"C.bmp","stranger","Stranger","Self","Self","Self","Nonmatching","m",910,0.91,1
1,"C.bmp","stranger","Stranger","Self","Self","Self","Nonmatching","m",617,0.617,1
1,"C.bmp","stranger","Stranger","Self","Self","Self","Nonmatching","m",947,0.947,1
1,"C.bmp","stranger","Stranger","Self","Self","Self","Nonmatching","m",725,0.725,1
1,"C.bmp","stranger","Stranger","Self","Self","Self","Nonmatching","n",710,0.71,0
1,"C.bmp","stranger","Stranger","Self","Self","Self","Nonmatching","m",759,0.759,1
1,"C.bmp","stranger","Stranger","Self","Self","Self","Nonmatching","",0,0,0
1,"C.bmp","stranger","Stranger","Self","Self","Self","Nonmatching","m",671,0.671,1
1,"C.bmp","stranger","Stranger","Self","Self","Self","Nonmatching","m",870,0.87,1
1,"C.bmp","stranger","Stranger","Self","Self","Self","Nonmatching","",0,0,0
1,"C.bmp","stranger","Stranger","Self","Self","Self","Nonmatching","m",669,0.669,1
1,"C.bmp","stranger","Stranger","Self","Self","Self","Nonmatching","m",887,0.887,1
1,"C.bmp","stranger","Stranger","Self","Self","Self","Nonmatching","m",735,0.735,1
1,"C.bmp","stranger","Stranger","Self","Self","Self","Nonmatching","m",861,0.861,1
1,"C.bmp","stranger","Stranger","Self","Self","Self","Nonmatching","m",580,0.58,1
1,"C.bmp","stranger","Stranger","Self","Self","Self","Nonmatching","m",661,0.661,1
1,"C.bmp","stranger","Stranger","Self","Self","Self","Nonmatching","m",808,0.808,1
1,"C.bmp","stranger","Stranger","Self","Self","Self","Nonmatching","m",746,0.746,1
1,"C.bmp","stranger","Stranger","Self","Self","Self","Nonmatching","m",666,0.666,1
1,"C.bmp","stranger","Stranger","Self","Self","Self","Nonmatching","m",635,0.635,1
1,"C.bmp","stranger","Stranger","Self","Self","Self","Nonmatching","m",710,0.71,1
1,"C.bmp","stranger","Stranger","Self","Self","Self","Nonmatching","m",717,0.717,1
1,"C.bmp","stranger","Stranger","Self","Self","Self","Nonmatching","m",734,0.734,1
1,"C.bmp","stranger","Stranger","Self","Self","Self","Nonmatching","m",893,0.893,1
1,"C.bmp","stranger","Stranger","Self","Self","Self","Nonmatching","m",712,0.712,1
1,"C.bmp","stranger","Stranger","Self","Self","Self","Nonmatching","m",796,0.796,1
1,"C.bmp","stranger","Stranger","Self","Self","Self","Nonmatching","m",569,0.569,1
1,"C.bmp","stranger","Stranger","Self","Self","Self","Nonmatching","m",861,0.861,1
1,"C.bmp","stranger","Stranger","Self","Self","Self","Nonmatching","m",1058,1.058,1
1,"C.bmp","stranger","Stranger","Self","Self","Self","Nonmatching","m",613,0.613,1
1,"C.bmp","stranger","Stranger","Self","Self","Self","Nonmatching","m",614,0.614,1
1,"H.bmp","friend","Close","Friend","Friend","Close","Matching","n",947,0.947,1
1,"H.bmp","friend","Close","Friend","Friend","Close","Matching","n",922,0.922,1
1,"H.bmp","friend","Close","Friend","Friend","Close","Matching","m",855,0.855,0
1,"H.bmp","friend","Close","Friend","Friend","Close","Matching","n",641,0.641,1
1,"H.bmp","friend","Close","Friend","Friend","Close","Matching","n",715,0.715,1
1,"H.bmp","friend","Close","Friend","Friend","Close","Matching","n",585,0.585,1
1,"H.bmp","friend","Close","Friend","Friend","Close","Matching","n",845,0.845,1
1,"H.bmp","friend","Close","Friend","Friend","Close","Matching","m",692,0.692,0
1,"H.bmp","friend","Close","Friend","Friend","Close","Matching","m",878,0.878,0
1,"H.bmp","friend","Close","Friend","Friend","Close","Matching","n",901,0.901,1
1,"H.bmp","friend","Close","Friend","Friend","Close","Matching","m",962,0.962,0
1,"H.bmp","friend","Close","Friend","Friend","Close","Matching","m",877,0.877,0
1,"H.bmp","friend","Close","Friend","Friend","Close","Matching","n",574,0.574,1
1,"H.bmp","friend","Close","Friend","Friend","Close","Matching","n",912,0.912,1
1,"H.bmp","friend","Close","Friend","Friend","Close","Matching","n",625,0.625,1
1,"H.bmp","friend","Close","Friend","Friend","Close","Matching","m",772,0.772,0
1,"H.bmp","friend","Close","Friend","Friend","Close","Matching","m",712,0.712,0
1,"H.bmp","friend","Close","Friend","Friend","Close","Matching","n",883,0.883,1
1,"H.bmp","friend","Close","Friend","Friend","Close","Matching","n",796,0.796,1
1,"H.bmp","friend","Close","Friend","Friend","Close","Matching","",0,0,0
1,"H.bmp","friend","Close","Friend","Friend","Close","Matching","n",519,0.519,1
1,"H.bmp","friend","Close","Friend","Friend","Close","Matching","n",715,0.715,1
1,"H.bmp","friend","Close","Friend","Friend","Close","Matching","n",840,0.84,1
1,"H.bmp","friend","Close","Friend","Friend","Close","Matching","n",761,0.761,1
1,"H.bmp","friend","Close","Friend","Friend","Close","Matching","n",988,0.988,1
1,"H.bmp","friend","Close","Friend","Friend","Close","Matching","n",685,0.685,1
1,"H.bmp","friend","Close","Friend","Friend","Close","Matching","n",879,0.879,1
1,"H.bmp","friend","Close","Friend","Friend","Close","Matching","n",707,0.707,1
1,"H.bmp","friend","Close","Friend","Friend","Close","Matching","n",786,0.786,1
1,"H.bmp","friend","Close","Friend","Friend","Close","Matching","n",673,0.673,1
1,"H.bmp","friend","Close","Friend","Friend","Close","Matching","n",954,0.954,1
1,"H.bmp","friend","Close","Friend","Friend","Close","Matching","n",686,0.686,1
1,"H.bmp","friend","Close","Friend","Friend","Close","Matching","n",828,0.828,1
1,"H.bmp","friend","Close","Friend","Friend","Close","Matching","n",877,0.877,1
1,"H.bmp","friend","Close","Friend","Friend","Close","Matching","n",774,0.774,1
1,"H.bmp","friend","Close","Friend","Friend","Close","Matching","n",812,0.812,1
1,"H.bmp","friend","Close","Friend","Friend","Close","Matching","n",722,0.722,1
1,"H.bmp","friend","Close","Friend","Friend","Close","Matching","n",610,0.61,1
1,"H.bmp","friend","Close","Friend","Friend","Close","Matching","n",776,0.776,1
1,"H.bmp","friend","Close","Friend","Friend","Close","Matching","m",765,0.765,0
1,"H.bmp","friend","Close","Friend","Friend","Close","Matching","n",551,0.551,1
1,"H.bmp","friend","Close","Friend","Friend","Close","Matching","n",898,0.898,1
1,"H.bmp","friend","Close","Friend","Friend","Close","Matching","n",649,0.649,1
1,"H.bmp","friend","Close","Friend","Friend","Close","Matching","n",629,0.629,1
1,"H.bmp","friend","Close","Friend","Friend","Close","Matching","n",818,0.818,1
1,"H.bmp","friend","Close","Friend","Friend","Close","Matching","n",857,0.857,1
1,"H.bmp","friend","Close","Friend","Friend","Close","Matching","n",649,0.649,1
1,"H.bmp","friend","Close","Friend","Friend","Close","Matching","n",844,0.844,1
1,"H.bmp","friend","Close","Friend","Friend","Close","Matching","n",973,0.973,1
1,"H.bmp","friend","Close","Friend","Friend","Close","Matching","n",1041,1.041,1
1,"H.bmp","friend","Close","Friend","Friend","Close","Matching","n",751,0.751,1
1,"H.bmp","friend","Close","Friend","Friend","Close","Matching","n",1043,1.043,1
1,"H.bmp","friend","Close","Friend","Friend","Close","Matching","n",734,0.734,1
1,"H.bmp","friend","Close","Friend","Friend","Close","Matching","n",674,0.674,1
1,"H.bmp","friend","Close","Friend","Friend","Close","Matching","n",552,0.552,1
1,"H.bmp","friend","Close","Friend","Friend","Close","Matching","m",817,0.817,0
1,"H.bmp","friend","Close","Friend","Friend","Close","Matching","n",669,0.669,1
1,"H.bmp","friend","Close","Friend","Friend","Close","Matching","n",702,0.702,1
1,"H.bmp","friend","Close","Friend","Friend","Close","Matching","n",687,0.687,1
1,"H.bmp","friend","Close","Friend","Friend","Close","Matching","n",784,0.784,1
1,"H.bmp","friend","Close","Friend","Friend","Close","Matching","n",720,0.72,1
1,"H.bmp","friend","Close","Friend","Friend","Close","Matching","n",735,0.735,1
1,"H.bmp","friend","Close","Friend","Friend","Close","Matching","n",844,0.844,1
1,"H.bmp","self","Self","Friend","Friend","Close","Nonmatching","m",645,0.645,1
1,"H.bmp","self","Self","Friend","Friend","Close","Nonmatching","m",716,0.716,1
1,"H.bmp","self","Self","Friend","Friend","Close","Nonmatching","n",513,0.513,0
1,"H.bmp","self","Self","Friend","Friend","Close","Nonmatching","m",996,0.996,1
1,"H.bmp","self","Self","Friend","Friend","Close","Nonmatching","n",716,0.716,0
1,"H.bmp","self","Self","Friend","Friend","Close","Nonmatching","n",807,0.807,0
1,"H.bmp","self","Self","Friend","Friend","Close","Nonmatching","m",654,0.654,1
1,"H.bmp","self","Self","Friend","Friend","Close","Nonmatching","m",680,0.68,1
1,"H.bmp","self","Self","Friend","Friend","Close","Nonmatching","",0,0,0
1,"H.bmp","self","Self","Friend","Friend","Close","Nonmatching","m",741,0.741,1
1,"H.bmp","self","Self","Friend","Friend","Close","Nonmatching","m",712,0.712,1
1,"H.bmp","self","Self","Friend","Friend","Close","Nonmatching","m",666,0.666,1
1,"H.bmp","self","Self","Friend","Friend","Close","Nonmatching","m",756,0.756,1
1,"H.bmp","self","Self","Friend","Friend","Close","Nonmatching","m",710,0.71,1
1,"H.bmp","self","Self","Friend","Friend","Close","Nonmatching","m",677,0.677,1
1,"H.bmp","self","Self","Friend","Friend","Close","Nonmatching","m",707,0.707,1
1,"H.bmp","self","Self","Friend","Friend","Close","Nonmatching","m",649,0.649,1
1,"H.bmp","self","Self","Friend","Friend","Close","Nonmatching","m",755,0.755,1
1,"H.bmp","self","Self","Friend","Friend","Close","Nonmatching","m",749,0.749,1
1,"H.bmp","self","Self","Friend","Friend","Close","Nonmatching","m",663,0.663,1
1,"H.bmp","self","Self","Friend","Friend","Close","Nonmatching","m",736,0.736,1
1,"H.bmp","self","Self","Friend","Friend","Close","Nonmatching","m",674,0.674,1
1,"H.bmp","self","Self","Friend","Friend","Close","Nonmatching","m",688,0.688,1
1,"H.bmp","self","Self","Friend","Friend","Close","Nonmatching","m",615,0.615,1
1,"H.bmp","self","Self","Friend","Friend","Close","Nonmatching","n",1073,1.073,0
1,"H.bmp","self","Self","Friend","Friend","Close","Nonmatching","n",665,0.665,0
1,"H.bmp","self","Self","Friend","Friend","Close","Nonmatching","m",964,0.964,1
1,"H.bmp","self","Self","Friend","Friend","Close","Nonmatching","m",891,0.891,1
1,"H.bmp","self","Self","Friend","Friend","Close","Nonmatching","m",654,0.654,1
1,"H.bmp","self","Self","Friend","Friend","Close","Nonmatching","m",698,0.698,1
1,"H.bmp","stranger","Stranger","Friend","Friend","Close","Nonmatching","m",709,0.709,1
1,"H.bmp","stranger","Stranger","Friend","Friend","Close","Nonmatching","n",614,0.614,0
1,"H.bmp","stranger","Stranger","Friend","Friend","Close","Nonmatching","n",877,0.877,0
1,"H.bmp","stranger","Stranger","Friend","Friend","Close","Nonmatching","n",692,0.692,0
1,"H.bmp","stranger","Stranger","Friend","Friend","Close","Nonmatching","m",754,0.754,1
1,"H.bmp","stranger","Stranger","Friend","Friend","Close","Nonmatching","m",1069,1.069,1
1,"H.bmp","stranger","Stranger","Friend","Friend","Close","Nonmatching","m",858,0.858,1
1,"H.bmp","stranger","Stranger","Friend","Friend","Close","Nonmatching","",0,0,0
1,"H.bmp","stranger","Stranger","Friend","Friend","Close","Nonmatching","m",719,0.719,1
1,"H.bmp","stranger","Stranger","Friend","Friend","Close","Nonmatching","m",913,0.913,1
1,"H.bmp","stranger","Stranger","Friend","Friend","Close","Nonmatching","n",777,0.777,0
1,"H.bmp","stranger","Stranger","Friend","Friend","Close","Nonmatching","n",761,0.761,0
1,"H.bmp","stranger","Stranger","Friend","Friend","Close","Nonmatching","m",683,0.683,1
1,"H.bmp","stranger","Stranger","Friend","Friend","Close","Nonmatching","m",1021,1.021,1
1,"H.bmp","stranger","Stranger","Friend","Friend","Close","Nonmatching","n",834,0.834,0
1,"H.bmp","stranger","Stranger","Friend","Friend","Close","Nonmatching","m",703,0.703,1
1,"H.bmp","stranger","Stranger","Friend","Friend","Close","Nonmatching","",0,0,0
1,"H.bmp","stranger","Stranger","Friend","Friend","Close","Nonmatching","m",893,0.893,1
1,"H.bmp","stranger","Stranger","Friend","Friend","Close","Nonmatching","n",734,0.734,0
1,"H.bmp","stranger","Stranger","Friend","Friend","Close","Nonmatching","m",758,0.758,1
1,"H.bmp","stranger","Stranger","Friend","Friend","Close","Nonmatching","m",947,0.947,1
1,"H.bmp","stranger","Stranger","Friend","Friend","Close","Nonmatching","",0,0,0
1,"H.bmp","stranger","Stranger","Friend","Friend","Close","Nonmatching","n",627,0.627,0
1,"H.bmp","stranger","Stranger","Friend","Friend","Close","Nonmatching","",0,0,0
1,"H.bmp","stranger","Stranger","Friend","Friend","Close","Nonmatching","m",816,0.816,1
1,"H.bmp","stranger","Stranger","Friend","Friend","Close","Nonmatching","n",972,0.972,0
1,"H.bmp","stranger","Stranger","Friend","Friend","Close","Nonmatching","m",923,0.923,1
1,"H.bmp","stranger","Stranger","Friend","Friend","Close","Nonmatching","m",902,0.902,1
1,"H.bmp","stranger","Stranger","Friend","Friend","Close","Nonmatching","m",807,0.807,1
1,"H.bmp","stranger","Stranger","Friend","Friend","Close","Nonmatching","n",1028,1.028,0
1,"O.bmp","friend","Close","Stranger","Stranger","Stranger","Nonmatching","n",862,0.862,0
1,"O.bmp","friend","Close","Stranger","Stranger","Stranger","Nonmatching","n",560,0.56,0
1,"O.bmp","friend","Close","Stranger","Stranger","Stranger","Nonmatching","n",567,0.567,0
1,"O.bmp","friend","Close","Stranger","Stranger","Stranger","Nonmatching","n",762,0.762,0
1,"O.bmp","friend","Close","Stranger","Stranger","Stranger","Nonmatching","n",1003,1.003,0
1,"O.bmp","friend","Close","Stranger","Stranger","Stranger","Nonmatching","m",1051,1.051,1
1,"O.bmp","friend","Close","Stranger","Stranger","Stranger","Nonmatching","m",1011,1.011,1
1,"O.bmp","friend","Close","Stranger","Stranger","Stranger","Nonmatching","n",831,0.831,0
1,"O.bmp","friend","Close","Stranger","Stranger","Stranger","Nonmatching","m",709,0.709,1
1,"O.bmp","friend","Close","Stranger","Stranger","Stranger","Nonmatching","n",750,0.75,0
1,"O.bmp","friend","Close","Stranger","Stranger","Stranger","Nonmatching","m",752,0.752,1
1,"O.bmp","friend","Close","Stranger","Stranger","Stranger","Nonmatching","m",932,0.932,1
1,"O.bmp","friend","Close","Stranger","Stranger","Stranger","Nonmatching","m",1089,1.089,1
1,"O.bmp","friend","Close","Stranger","Stranger","Stranger","Nonmatching","m",855,0.855,1
1,"O.bmp","friend","Close","Stranger","Stranger","Stranger","Nonmatching","m",971,0.971,1
1,"O.bmp","friend","Close","Stranger","Stranger","Stranger","Nonmatching","n",783,0.783,0
1,"O.bmp","friend","Close","Stranger","Stranger","Stranger","Nonmatching","m",725,0.725,1
1,"O.bmp","friend","Close","Stranger","Stranger","Stranger","Nonmatching","m",790,0.79,1
1,"O.bmp","friend","Close","Stranger","Stranger","Stranger","Nonmatching","m",1038,1.038,1
1,"O.bmp","friend","Close","Stranger","Stranger","Stranger","Nonmatching","m",676,0.676,1
1,"O.bmp","friend","Close","Stranger","Stranger","Stranger","Nonmatching","m",698,0.698,1
1,"O.bmp","friend","Close","Stranger","Stranger","Stranger","Nonmatching","n",863,0.863,0
1,"O.bmp","friend","Close","Stranger","Stranger","Stranger","Nonmatching","m",947,0.947,1
1,"O.bmp","friend","Close","Stranger","Stranger","Stranger","Nonmatching","n",829,0.829,0
1,"O.bmp","friend","Close","Stranger","Stranger","Stranger","Nonmatching","m",736,0.736,1
1,"O.bmp","friend","Close","Stranger","Stranger","Stranger","Nonmatching","m",1021,1.021,1
1,"O.bmp","friend","Close","Stranger","Stranger","Stranger","Nonmatching","",0,0,0
1,"O.bmp","friend","Close","Stranger","Stranger","Stranger","Nonmatching","m",909,0.909,1
1,"O.bmp","friend","Close","Stranger","Stranger","Stranger","Nonmatching","m",723,0.723,1
1,"O.bmp","friend","Close","Stranger","Stranger","Stranger","Nonmatching","n",781,0.781,0
1,"O.bmp","self","Self","Stranger","Stranger","Stranger","Nonmatching","m",650,0.65,1
1,"O.bmp","self","Self","Stranger","Stranger","Stranger","Nonmatching","m",752,0.752,1
1,"O.bmp","self","Self","Stranger","Stranger","Stranger","Nonmatching","m",707,0.707,1
1,"O.bmp","self","Self","Stranger","Stranger","Stranger","Nonmatching","m",607,0.607,1
1,"O.bmp","self","Self","Stranger","Stranger","Stranger","Nonmatching","m",902,0.902,1
1,"O.bmp","self","Self","Stranger","Stranger","Stranger","Nonmatching","m",891,0.891,1
1,"O.bmp","self","Self","Stranger","Stranger","Stranger","Nonmatching","m",720,0.72,1
1,"O.bmp","self","Self","Stranger","Stranger","Stranger","Nonmatching","m",614,0.614,1
1,"O.bmp","self","Self","Stranger","Stranger","Stranger","Nonmatching","m",764,0.764,1
1,"O.bmp","self","Self","Stranger","Stranger","Stranger","Nonmatching","m",770,0.77,1
1,"O.bmp","self","Self","Stranger","Stranger","Stranger","Nonmatching","n",676,0.676,0
1,"O.bmp","self","Self","Stranger","Stranger","Stranger","Nonmatching","m",961,0.961,1
1,"O.bmp","self","Self","Stranger","Stranger","Stranger","Nonmatching","n",757,0.757,0
1,"O.bmp","self","Self","Stranger","Stranger","Stranger","Nonmatching","m",982,0.982,1
1,"O.bmp","self","Self","Stranger","Stranger","Stranger","Nonmatching","m",708,0.708,1
1,"O.bmp","self","Self","Stranger","Stranger","Stranger","Nonmatching","m",695,0.695,1
1,"O.bmp","self","Self","Stranger","Stranger","Stranger","Nonmatching","m",762,0.762,1
1,"O.bmp","self","Self","Stranger","Stranger","Stranger","Nonmatching","m",608,0.608,1
1,"O.bmp","self","Self","Stranger","Stranger","Stranger","Nonmatching","m",796,0.796,1
1,"O.bmp","self","Self","Stranger","Stranger","Stranger","Nonmatching","m",704,0.704,1
1,"O.bmp","self","Self","Stranger","Stranger","Stranger","Nonmatching","",0,0,0
1,"O.bmp","self","Self","Stranger","Stranger","Stranger","Nonmatching","m",659,0.659,1
1,"O.bmp","self","Self","Stranger","Stranger","Stranger","Nonmatching","m",751,0.751,1
1,"O.bmp","self","Self","Stranger","Stranger","Stranger","Nonmatching","m",756,0.756,1
1,"O.bmp","self","Self","Stranger","Stranger","Stranger","Nonmatching","m",658,0.658,1
1,"O.bmp","self","Self","Stranger","Stranger","Stranger","Nonmatching","m",786,0.786,1
1,"O.bmp","self","Self","Stranger","Stranger","Stranger","Nonmatching","m",635,0.635,1
1,"O.bmp","self","Self","Stranger","Stranger","Stranger","Nonmatching","m",617,0.617,1
1,"O.bmp","self","Self","Stranger","Stranger","Stranger","Nonmatching","m",695,0.695,1
1,"O.bmp","self","Self","Stranger","Stranger","Stranger","Nonmatching","m",677,0.677,1
1,"O.bmp","self","Self","Stranger","Stranger","Stranger","Nonmatching","m",722,0.722,1
1,"O.bmp","self","Self","Stranger","Stranger","Stranger","Nonmatching","m",685,0.685,1
1,"O.bmp","self","Self","Stranger","Stranger","Stranger","Nonmatching","m",817,0.817,1
1,"O.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","n",822,0.822,1
1,"O.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","",0,0,0
1,"O.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","m",906,0.906,0
1,"O.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","m",639,0.639,0
1,"O.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","m",803,0.803,0
1,"O.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","m",831,0.831,0
1,"O.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","m",759,0.759,0
1,"O.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","n",636,0.636,1
1,"O.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","m",946,0.946,0
1,"O.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","m",656,0.656,0
1,"O.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","m",983,0.983,0
1,"O.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","m",903,0.903,0
1,"O.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","m",972,0.972,0
1,"O.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","m",732,0.732,0
1,"O.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","m",900,0.9,0
