Image,Name,Face,CorrAns,Match,Face_onset,CResponse_onset,IResponse_onset,Match.thisRepN,Match.thisTrialN,Match.thisN,Match.thisIndex,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,text.started,text.stopped,p1.started,p1.stopped,MatchInstructions.started,MatchInstructions.stopped,Name1.started,Name1.stopped,Face_Relevance.started,Face_Relevance.stopped,MismatchInstructions.started,MismatchInstructions.stopped,Rest_trainingInstruct.started,Rest_trainingInstruct.stopped,next8.keys,next8.rt,next8.started,next8.stopped,Ready.started,Ready.stopped,delay_one_picked,delay_two_picked,blank0.started,blank0.stopped,FixationCross1.started,FixationCross1.stopped,Name3.started,Name3.stopped,Face_Relevance3.started,Face_Relevance3.stopped,responseTime.started,responseTime.stopped,resp.keys,resp.corr,resp.started,resp.stopped,Accuracy.started,Accuracy.stopped,resp.rt,questions.started,questions.stopped,p2.started,p2.stopped,FixationCross3.started,FixationCross3.stopped,port_Face_onset.started,port_Face_onset.stopped,Name4.started,Name4.stopped,Face_Relevance4.started,Face_Relevance4.stopped,responseTime2.started,responseTime2.stopped,Response.keys,Response.corr,Response.started,Response.stopped,Response.rt,p3.started,p3.stopped,Finish.started,Finish.stopped,gender,age,participant,date,expName,psychopyVersion,frameRate,
Stranger.png,Stranger,Stranger,c,3,13,23,93,,,,,0,0,0,0,,,,,2,10,34,11,,,,,,,,,,,,,,,,,,,,,1.565,2.305,288.125395399984,None,,,,,,,,,,,,,,,,,,,,288.6661017999286,289.1692874999717,0.5059078800259158,1.0063057800289243,289.1525364998961,289.2693532999838,289.1525364998961,289.2693532999838,289.25266030000057,None,m,0,289.25266030000057,None,0.7108848999487236,,,,,,,p17,2022_Apr_19_1054,training+cueing,2021.1.4,59.95394339292472,
Self.png,You,Self ,c,1,11,21,91,,,,,0,0,0,0,,,,,2,11,35,9,,,,,,,,,,,,,,,,,,,,,1.509,2.065,290.0928982999176,None,,,,,,,,,,,,,,,,,,,,290.6294922999805,291.1372905999888,0.512857379973866,1.0131608799565583,291.1205917999614,291.2206315000076,291.1205917999614,291.2206315000076,291.2206315000076,None,c,1,291.2206315000076,None,0.7428720000898466,,,,,,,p17,2022_Apr_19_1054,training+cueing,2021.1.4,59.95394339292472,
Stranger.png,Stranger,Stranger,c,3,13,23,93,,,,,0,0,0,0,,,,,3,0,36,8,,,,,,,,,,,,,,,,,,,,,1.66,1.987,292.09488409990445,None,,,,,,,,,,,,,,,,,,,,292.6366512000095,293.1387023999123,0.5054611798841506,1.0058463799068704,293.1220700999256,293.23887429991737,293.1220700999256,293.23887429991737,293.22224909998477,None,c,1,293.22224909998477,None,0.7732938999542966,,,,,,,p17,2022_Apr_19_1054,training+cueing,2021.1.4,59.95394339292472,
Friend.png,Friend,Friend,c,2,12,22,92,,,,,0,0,0,0,,,,,3,1,37,4,,,,,,,,,,,,,,,,,,,,,1.634,1.766,294.1293845999753,None,,,,,,,,,,,,,,,,,,,,294.6858252999373,295.1902839000104,0.5105874399887398,1.0108694400405511,295.17365019989666,295.2903663999168,295.17365019989666,295.2903663999168,295.2736904999474,None,c,1,295.2736904999474,None,0.9298267000121996,,,,,,,p17,2022_Apr_19_1054,training+cueing,2021.1.4,59.95394339292472,
Self.png,Friend,Self ,m,2.1,16,26,96,,,,,0,0,0,0,,,,,3,2,38,1,,,,,,,,,,,,,,,,,,,,,1.699,2.002,296.3302954999963,None,,,,,,,,,,,,,,,,,,,,296.88020959997084,297.39179609995335,0.5061336801154539,1.0064795800717548,297.37511529994663,297.4918514000019,297.37511529994663,297.4918514000019,297.4751009999309,None,m,1,297.4751009999309,None,0.792333299992606,,,,,,,p17,2022_Apr_19_1054,training+cueing,2021.1.4,59.95394339292472,
Self.png,You,Self ,c,1,11,21,91,,,,,0,0,0,0,,,,,3,3,39,9,,,,,,,,,,,,,,,,,,,,,1.53,2.128,298.3995714999037,None,,,,,,,,,,,,,,,,,,,,298.9373597999802,299.4432819999056,0.5108024799264967,1.0111061800271273,299.42660329991486,299.52663799992297,299.42660329991486,299.52663799992297,299.52663799992297,None,c,1,299.52663799992297,None,1.092783399973996,,,,,,,p17,2022_Apr_19_1054,training+cueing,2021.1.4,59.95394339292472,
Self.png,Stranger,Self ,m,3.1,18,28,98,,,,,0,0,0,0,,,,,3,4,40,2,,,,,,,,,,,,,,,,,,,,,1.55,1.529,300.7506095999852,None,,,,,,,,,,,,,,,,,,,,301.2890812999103,301.79497299995273,0.5085367800202221,1.0090703800087795,301.7783033999149,301.89576189999934,301.7783033999149,301.89576189999934,301.87906259996817,None,m,1,301.87906259996817,None,1.4124330000486225,,,,,,,p17,2022_Apr_19_1054,training+cueing,2021.1.4,59.95394339292472,
Friend.png,Stranger,Friend,m,3.2,19,29,99,,,,,0,0,0,0,,,,,3,5,41,5,,,,,,,,,,,,,,,,,,,,,1.563,2.193,303.41987899993546,None,,,,,,,,,,,,,,,,,,,,303.95770199992694,304.46359189995565,0.5107748799491674,1.0110106798820198,304.4469524999149,304.56363929994404,304.4469524999149,304.56363929994404,304.54691939998884,None,m,1,304.54691939998884,None,0.744546499918215,,,,,,,p17,2022_Apr_19_1054,training+cueing,2021.1.4,59.95394339292472,
Stranger.png,You,Stranger,m,1.3,15,25,95,,,,,0,0,0,0,,,,,3,6,42,6,,,,,,,,,,,,,,,,,,,,,1.477,2.165,305.42055589996744,None,,,,,,,,,,,,,,,,,,,,305.9611589999404,306.465023299912,0.5075365799712017,1.007864180020988,306.4483170999447,306.5483908999013,306.4483170999447,306.5483908999013,306.5483908999013,None,m,1,306.5483908999013,None,0.8389845000347123,,,,,,,p17,2022_Apr_19_1054,training+cueing,2021.1.4,59.95394339292472,
Self.png,You,Self ,c,1,11,21,91,,,,,0,0,0,0,,,,,3,7,43,0,,,,,,,,,,,,,,,,,,,,,1.703,1.467,307.5220959999133,None,,,,,,,,,,,,,,,,,,,,308.0608262999449,308.56654739996884,0.5102028799010441,1.0104980799369514,308.5498578000115,308.6498541999608,308.5498578000115,308.6498541999608,308.6498541999608,None,c,1,308.6498541999608,None,0.7215907999780029,,,,,,,p17,2022_Apr_19_1054,training+cueing,2021.1.4,59.95394339292472,
Friend.png,Friend,Friend,c,2,12,22,92,,,,,0,0,0,0,,,,,3,8,44,10,,,,,,,,,,,,,,,,,,,,,1.452,2.449,309.5071630999446,None,,,,,,,,,,,,,,,,,,,,310.04586559999734,310.5512725999579,0.5113459798740223,1.0118812798755243,310.5346490999218,310.65132219996303,310.5346490999218,310.65132219996303,310.6346629000036,None,c,1,310.6346629000036,None,0.6248667999170721,,,,,,,p17,2022_Apr_19_1054,training+cueing,2021.1.4,59.95394339292472,
Friend.png,You,Friend,m,1.2,14,24,94,,,,,0,0,0,0,,,,,3,9,45,3,,,,,,,,,,,,,,,,,,,,,1.501,1.807,311.39116789994296,None,,,,,,,,,,,,,,,,,,,,311.9326307999436,312.43602359993383,0.5072368800174445,1.0076551800593734,312.41929529991467,312.51935029996093,312.41929529991467,312.51935029996093,312.51935029996093,None,m,1,312.51935029996093,None,0.8200838000047952,,,,,,,p17,2022_Apr_19_1054,training+cueing,2021.1.4,59.95394339292472,
Stranger.png,Stranger,Stranger,c,3,13,23,93,,,,,0,0,0,0,,,,,3,10,46,11,,,,,,,,,,,,,,,,,,,,,1.662,1.746,313.4761621999787,None,,,,,,,,,,,,,,,,,,,,314.0157341999002,314.5208165999502,0.5091121799778193,1.0094167799688876,314.5041701999726,314.62088429997675,314.5041701999726,314.62088429997675,314.60418889997527,None,m,0,314.60418889997527,None,1.0232278000330552,,,,,,,p17,2022_Apr_19_1054,training+cueing,2021.1.4,59.95394339292472,
Stranger.png,Friend,Stranger,m,2.3,17,27,97,,,,,0,0,0,0,,,,,3,11,47,7,,,,,,,,,,,,,,,,,,,,,1.606,2.416,315.7613688999554,None,,,,,,,,,,,,,,,,,,,,316.30200799996965,316.8058323999867,0.5070534800179303,1.0080630800221115,316.78919199993834,316.90587049990427,316.78919199993834,316.90587049990427,316.8891631999286,None,m,1,316.8891631999286,None,0.6584883000468835,,,,,,,p17,2022_Apr_19_1054,training+cueing,2021.1.4,59.95394339292472,
Stranger.png,Stranger,Stranger,c,3,13,23,93,,,,,0,0,0,0,,,,,4,0,48,8,,,,,,,,,,,,,,,,,,,,,1.504,2.057,317.6834537999239,None,,,,,,,,,,,,,,,,,,,,318.23876159999054,318.74056129995733,0.5033483401639387,1.003675140091218,318.72391399997286,318.8406161000021,318.72391399997286,318.8406161000021,318.82391429995187,None,c,1,318.82391429995187,None,0.5956128999823704,,,,,,,p17,2022_Apr_19_1054,training+cueing,2021.1.4,59.95394339292472,
Friend.png,Friend,Friend,c,2,12,22,92,,,,,0,0,0,0,,,,,4,1,49,10,,,,,,,,,,,,,,,,,,,,,1.543,2.396,319.5467320999596,None,,,,,,,,,,,,,,,,,,,,320.0882740999805,320.5918985999888,0.5067952800309286,1.0070803801063448,320.575254599913,320.6919557999354,320.575254599913,320.6919557999354,320.6752552000107,None,c,1,320.6752552000107,None,0.7122091999044642,,,,,,,p17,2022_Apr_19_1054,training+cueing,2021.1.4,59.95394339292472,
Self.png,Friend,Self ,m,2.1,16,26,96,,,,,0,0,0,0,,,,,4,2,50,1,,,,,,,,,,,,,,,,,,,,,1.751,1.588,321.5156882998999,None,,,,,,,,,,,,,,,,,,,,322.0677248999709,322.57666469994,0.5011060800170526,1.0021706799743697,322.5600151999388,322.6767075000098,322.5600151999388,322.6767075000098,322.6767075000098,None,m,1,322.6767075000098,None,0.8229649000568315,,,,,,,p17,2022_Apr_19_1054,training+cueing,2021.1.4,59.95394339292472,
Friend.png,Stranger,Friend,m,3.2,19,29,99,,,,,0,0,0,0,,,,,4,3,51,5,,,,,,,,,,,,,,,,,,,,,1.693,1.643,323.6369579999009,None,,,,,,,,,,,,,,,,,,,,324.1745310999686,324.6781570999883,0.5061261799419299,1.006427179905586,324.66150349995587,324.77819769992493,324.66150349995587,324.77819769992493,324.76153749995865,None,m,1,324.76153749995865,None,0.8179369999561459,,,,,,,p17,2022_Apr_19_1054,training+cueing,2021.1.4,59.95394339292472,
Stranger.png,You,Stranger,m,1.3,15,25,95,,,,,0,0,0,0,,,,,4,4,52,6,,,,,,,,,,,,,,,,,,,,,1.711,2.437,325.70086179999635,None,,,,,,,,,,,,,,,,,,,,326.24299539998174,326.7463487999048,0.5072466799756512,1.0082628800300881,326.7297072999645,326.8297157000052,326.7297072999645,326.8297157000052,326.8297157000052,None,m,1,326.8297157000052,None,0.7658854000037536,,,,,,,p17,2022_Apr_19_1054,training+cueing,2021.1.4,59.95394339292472,
Friend.png,You,Friend,m,1.2,14,24,94,,,,,0,0,0,0,,,,,4,5,53,3,,,,,,,,,,,,,,,,,,,,,1.795,2.051,327.72379789990373,None,,,,,,,,,,,,,,,,,,,,328.2590693999082,328.7644533999264,0.5106000800151378,1.0109438800718635,328.7477740999311,328.8478080999339,328.7477740999311,328.8478080999339,328.8478080999339,None,m,1,328.8478080999339,None,0.8115934999659657,,,,,,,p17,2022_Apr_19_1054,training+cueing,2021.1.4,59.95394339292472,
Stranger.png,Friend,Stranger,m,2.3,17,27,97,,,,,0,0,0,0,,,,,4,6,54,7,,,,,,,,,,,,,,,,,,,,,1.754,1.748,329.7881225999445,None,,,,,,,,,,,,,,,,,,,,330.32883479993325,330.83265749993734,0.5063368799164891,1.0074151799781248,330.8159614999313,330.93267999996897,330.8159614999313,330.93267999996897,330.9159845999675,None,m,1,330.9159845999675,None,1.191528799943626,,,,,,,p17,2022_Apr_19_1054,training+cueing,2021.1.4,59.95394339292472,
Stranger.png,Stranger,Stranger,c,3,13,23,93,,,,,0,0,0,0,,,,,4,7,55,11,,,,,,,,,,,,,,,,,,,,,1.425,1.447,332.23963889991865,None,,,,,,,,,,,,,,,,,,,,332.78166430001147,333.28446039999835,0.5048615800915286,1.0051785800606012,333.2677193999989,333.3844555999385,333.2677193999989,333.3844555999385,333.36773279996123,None,c,1,333.36773279996123,None,0.7236904000164941,,,,,,,p17,2022_Apr_19_1054,training+cueing,2021.1.4,59.95394339292472,
Self.png,Stranger,Self ,m,3.1,18,28,98,,,,,0,0,0,0,,,,,4,8,56,2,,,,,,,,,,,,,,,,,,,,,1.473,2.184,334.2245374999475,None,,,,,,,,,,,,,,,,,,,,334.7617300999118,335.2691591999028,0.5116622799541801,1.0119712799787521,335.2524984999327,335.3691619999008,335.2524984999327,335.3691619999008,335.35251259990036,None,m,1,335.35251259990036,None,0.7709125999826938,,,,,,,p17,2022_Apr_19_1054,training+cueing,2021.1.4,59.95394339292472,
Self.png,You,Self ,c,1,11,21,91,,,,,0,0,0,0,,,,,4,9,57,0,,,,,,,,,,,,,,,,,,,,,1.589,2.063,336.25901749997865,None,,,,,,,,,,,,,,,,,,,,336.81142929999623,337.32063289999496,0.5016232799971476,1.001931480015628,337.30399599997327,337.4040388999274,337.30399599997327,337.4040388999274,337.4040388999274,None,c,1,337.4040388999274,None,0.7034028000198305,,,,,,,p17,2022_Apr_19_1054,training+cueing,2021.1.4,59.95394339292472,
Friend.png,Friend,Friend,c,2,12,22,92,,,,,0,0,0,0,,,,,4,10,58,4,,,,,,,,,,,,,,,,,,,,,1.561,1.544,338.2444838999072,None,,,,,,,,,,,,,,,,,,,,338.785523599945,339.28877260000445,0.506783080054447,1.0070392800262198,339.2721076000016,339.38879429991357,339.2721076000016,339.38879429991357,339.37220149999484,None,c,1,339.37220149999484,None,0.6872682000976056,,,,,,,p17,2022_Apr_19_1054,training+cueing,2021.1.4,59.95394339292472,
Self.png,You,Self ,c,1,11,21,91,,,,,0,0,0,0,,,,,4,11,59,9,,,,,,,,,,,,,,,,,,,,,1.74,2.048,340.1954418999376,None,,,,,,,,,,,,,,,,,,,,340.73469259997364,341.24022929999046,0.509521079948172,1.0097405799897388,341.22351969999727,341.3235297999345,341.22351969999727,341.3235297999345,341.3235297999345,None,c,1,341.3235297999345,None,0.783805700019002,,,,,,,p17,2022_Apr_19_1054,training+cueing,2021.1.4,59.95394339292472,
Stranger.png,Stranger,Stranger,c,3,13,23,93,,,,,0,0,0,0,,,,,5,0,60,11,,,,,,,,,,,,,,,,,,,,,1.697,1.224,342.23059900000226,None,,,,,,,,,,,,,,,,,,,,342.7720367999282,343.27510490000714,0.5059070800198242,1.0061709799338132,343.2585097999545,343.3751587999286,343.2585097999545,343.3751587999286,343.35845119995065,None,c,1,343.35845119995065,None,1.0689776999643072,,,,,,,p17,2022_Apr_19_1054,training+cueing,2021.1.4,59.95394339292472,
Self.png,Friend,Self ,m,2.1,16,26,96,,,,,0,0,0,0,,,,,5,1,61,1,,,,,,,,,,,,,,,,,,,,,1.431,2.118,344.54911079991143,None,,,,,,,,,,,,,,,,,,,,345.0993765000021,345.61025559995323,0.506208679988049,1.0065012800041586,345.59363709995523,345.7103294999106,345.59363709995523,345.7103294999106,345.6936308000004,None,m,1,345.6936308000004,None,0.6858558000531048,,,,,,,p17,2022_Apr_19_1054,training+cueing,2021.1.4,59.95394339292472,
Self.png,Stranger,Self ,m,3.1,18,28,98,,,,,0,0,0,0,,,,,5,2,62,2,,,,,,,,,,,,,,,,,,,,,1.759,1.307,346.51818469993304,None,,,,,,,,,,,,,,,,,,,,347.0582726999419,347.56153299997095,0.5050282800802961,1.0053165800636634,347.54491840000264,347.6615680999821,347.54491840000264,347.6615680999821,347.64488609996624,None,m,1,347.64488609996624,None,0.6704979999922216,,,,,,,p17,2022_Apr_19_1054,training+cueing,2021.1.4,59.95394339292472,
Friend.png,Stranger,Friend,m,3.2,19,29,99,,,,,0,0,0,0,,,,,5,3,63,5,,,,,,,,,,,,,,,,,,,,,1.643,1.264,348.4515568999341,None,,,,,,,,,,,,,,,,,,,,348.9903284999309,349.4962683999911,0.5119230800773948,1.0122463800944388,349.4796348999953,349.5963061999064,349.4796348999953,349.5963061999064,349.5796100998996,None,m,1,349.5796100998996,None,0.7518276000628248,,,,,,,p17,2022_Apr_19_1054,training+cueing,2021.1.4,59.95394339292472,
Friend.png,You,Friend,m,1.2,14,24,94,,,,,0,0,0,0,,,,,5,4,64,3,,,,,,,,,,,,,,,,,,,,,1.743,1.495,350.45301019994076,None,,,,,,,,,,,,,,,,,,,,350.99366239993833,351.49770569999237,0.5070417799288407,1.0075850799912587,351.48108999989927,351.58107229997404,351.48108999989927,351.58107229997404,351.58107229997404,None,m,1,351.58107229997404,None,0.7024021999677643,,,,,,,p17,2022_Apr_19_1054,training+cueing,2021.1.4,59.95394339292472,
Stranger.png,Stranger,Stranger,c,3,13,23,93,,,,,0,0,0,0,,,,,5,5,65,8,,,,,,,,,,,,,,,,,,,,,1.686,1.212,352.4228603999363,None,,,,,,,,,,,,,,,,,,,,352.96770489995833,353.48248279991094,0.5138575800228864,1.0141021800227463,353.465883799945,353.582704499946,353.465883799945,353.582704499946,353.5660918999929,None,c,1,353.5660918999929,None,0.7332952000433579,,,,,,,p17,2022_Apr_19_1054,training+cueing,2021.1.4,59.95394339292472,
Self.png,You,Self ,c,1,11,21,91,,,,,0,0,0,0,,,,,5,6,66,0,,,,,,,,,,,,,,,,,,,,,1.591,2.301,354.4225690999301,None,,,,,,,,,,,,,,,,,,,,354.96261569997296,355.46725729992613,0.5089986800448969,1.0092854800168425,355.4506292999722,355.5506187999854,355.4506292999722,355.5506187999854,355.5506187999854,None,c,1,355.5506187999854,None,1.0688512999331579,,,,,,,p17,2022_Apr_19_1054,training+cueing,2021.1.4,59.95394339292472,
Friend.png,Friend,Friend,c,2,12,22,92,,,,,0,0,0,0,,,,,5,7,67,10,,,,,,,,,,,,,,,,,,,,,1.597,1.792,356.7415301000001,None,,,,,,,,,,,,,,,,,,,,357.28360989992507,357.78556489991024,0.503884980105795,1.004174980102107,357.7689968999475,357.88563349994365,357.7689968999475,357.88563349994365,357.86894359998405,None,c,1,357.86894359998405,None,0.5904506000224501,,,,,,,p17,2022_Apr_19_1054,training+cueing,2021.1.4,59.95394339292472,
Self.png,You,Self ,c,1,11,21,91,,,,,0,0,0,0,,,,,5,8,68,9,,,,,,,,,,,,,,,,,,,,,1.434,1.225,358.5973099999828,None,,,,,,,,,,,,,,,,,,,,359.1427775999764,359.653588199988,0.5061201800126582,1.0066341799683869,359.6369921999285,359.7369715999812,359.6369921999285,359.7369715999812,359.7369715999812,None,c,1,359.7369715999812,None,0.6267212999518961,,,,,,,p17,2022_Apr_19_1054,training+cueing,2021.1.4,59.95394339292472,
Stranger.png,Friend,Stranger,m,2.3,17,27,97,,,,,0,0,0,0,,,,,5,9,69,7,,,,,,,,,,,,,,,,,,,,,1.426,2.148,360.49772799992934,None,,,,,,,,,,,,,,,,,,,,361.03756789991166,361.5385033999337,0.5015244799433276,1.0021294798934832,361.52191399992444,361.6385714999633,361.52191399992444,361.6385714999633,361.6385714999633,None,m,1,361.6385714999633,None,0.6929481000406668,,,,,,,p17,2022_Apr_19_1054,training+cueing,2021.1.4,59.95394339292472,
Friend.png,Friend,Friend,c,2,12,22,92,,,,,0,0,0,0,,,,,5,10,70,4,,,,,,,,,,,,,,,,,,,,,1.775,2.253,362.4632911999943,None,,,,,,,,,,,,,,,,,,,,363.00155169994105,363.5063571999781,0.5069350800476968,1.00721928011626,363.48976589995436,363.6064176999498,363.48976589995436,363.6064176999498,363.58973289991263,None,c,1,363.58973289991263,None,0.7256294999970123,,,,,,,p17,2022_Apr_19_1054,training+cueing,2021.1.4,59.95394339292472,
Stranger.png,You,Stranger,m,1.3,15,25,95,,,,,0,0,0,0,,,,,5,11,71,6,,,,,,,,,,,,,,,,,,,,,1.754,1.899,364.4469243999338,None,,,,,,,,,,,,,,,,,,,,364.98786220001057,365.49114179995377,0.5055489799706265,1.005941279930994,365.4745529999491,365.5744971999666,365.4745529999491,365.5744971999666,365.5744971999666,None,m,1,365.5744971999666,None,0.7249033999396488,,,,,,,p17,2022_Apr_19_1054,training+cueing,2021.1.4,59.95394339292472,
Stranger.png,Friend,Stranger,m,2.3,17,27,97,,,,,0,0,0,0,,,,,6,0,72,7,,,,,,,,,,,,,,,,,,,,,1.657,1.363,366.43116239993833,None,,,,,,,,,,,,,,,,,,,,366.97235599998385,367.475926999934,0.504640179919079,1.00493977998849,367.45932079991326,367.57594899996184,367.45932079991326,367.57594899996184,367.559260699898,None,m,1,367.559260699898,None,0.5960534999612719,,,,,,,p17,2022_Apr_19_1054,training+cueing,2021.1.4,59.95394339292472,
Self.png,You,Self ,c,1,11,21,91,,,,,0,0,0,0,,,,,6,1,73,9,,,,,,,,,,,,,,,,,,,,,1.595,1.301,368.2823001999641,None,,,,,,,,,,,,,,,,,,,,368.8326371998992,369.3439442999661,0.5062656799564138,1.006544979987666,369.3273577999789,369.42731719999574,369.3273577999789,369.42731719999574,369.42731719999574,None,c,1,369.42731719999574,None,0.6479509000200778,,,,,,,p17,2022_Apr_19_1054,training+cueing,2021.1.4,59.95394339292472,
Friend.png,You,Friend,m,1.2,14,24,94,,,,,0,0,0,0,,,,,6,2,74,3,,,,,,,,,,,,,,,,,,,,,1.484,1.317,370.2008193999063,None,,,,,,,,,,,,,,,,,,,,370.7556905999081,371.2622063999297,0.5132836400298402,1.0135643400717527,371.24559820001014,371.3455949999625,371.24559820001014,371.3455949999625,371.3455949999625,None,m,1,371.3455949999625,None,0.8418935000663623,,,,,,,p17,2022_Apr_19_1054,training+cueing,2021.1.4,59.95394339292472,
Stranger.png,You,Stranger,m,1.3,15,25,95,,,,,0,0,0,0,,,,,6,3,75,6,,,,,,,,,,,,,,,,,,,,,1.727,1.243,372.31999150000047,None,,,,,,,,,,,,,,,,,,,,372.8715576999821,373.38020279991906,0.4991505399812013,0.9992876399774104,373.36368109995965,373.46355639991816,373.36368109995965,373.46355639991816,373.4468705999898,None,m,1,373.4468705999898,None,0.7886757999658585,,,,,,,p17,2022_Apr_19_1054,training+cueing,2021.1.4,59.95394339292472,
Stranger.png,Stranger,Stranger,c,3,13,23,93,,,,,0,0,0,0,,,,,6,4,76,11,,,,,,,,,,,,,,,,,,,,,1.681,1.598,374.37363919999916,None,,,,,,,,,,,,,,,,,,,,374.9153702999465,375.4149612999754,0.5000102800549939,1.0002530800411478,375.3983580999775,375.51501189998817,375.3983580999775,375.51501189998817,375.51501189998817,None,c,1,375.51501189998817,None,0.6883963999571279,,,,,,,p17,2022_Apr_19_1054,training+cueing,2021.1.4,59.95394339292472,
Self.png,Friend,Self ,m,2.1,16,26,96,,,,,0,0,0,0,,,,,6,5,77,1,,,,,,,,,,,,,,,,,,,,,1.444,1.75,376.33950469992124,None,,,,,,,,,,,,,,,,,,,,376.8916792999953,377.3997292999411,0.5003172799479216,1.0006117799784988,377.3830610999139,377.49976909998804,377.3830610999139,377.49976909998804,377.49976909998804,None,m,1,377.49976909998804,None,0.7356302000116557,,,,,,,p17,2022_Apr_19_1054,training+cueing,2021.1.4,59.95394339292472,
Friend.png,Friend,Friend,c,2,12,22,92,,,,,0,0,0,0,,,,,6,6,78,10,,,,,,,,,,,,,,,,,,,,,1.667,1.372,378.35681319993455,None,,,,,,,,,,,,,,,,,,,,378.89511479996145,379.4011724999873,0.5095878799911588,1.0098762799752876,379.3845234999899,379.50121389993,379.3845234999899,379.50121389993,379.4844915999565,None,m,0,379.4844915999565,None,1.182850499986671,,,,,,,p17,2022_Apr_19_1054,training+cueing,2021.1.4,59.95394339292472,
Stranger.png,Stranger,Stranger,c,3,13,23,93,,,,,0,0,0,0,,,,,6,7,79,8,,,,,,,,,,,,,,,,,,,,,1.58,2.483,380.7921625999734,None,,,,,,,,,,,,,,,,,,,,381.33450090000406,381.83626899996307,0.5038594800280407,1.0040951799601316,381.8196314999368,381.9363095998997,381.8196314999368,381.9363095998997,381.9196240999736,None,c,1,381.9196240999736,None,1.003699399996549,,,,,,,p17,2022_Apr_19_1054,training+cueing,2021.1.4,59.95394339292472,
Friend.png,Friend,Friend,c,2,12,22,92,,,,,0,0,0,0,,,,,6,8,80,4,,,,,,,,,,,,,,,,,,,,,1.459,2.011,383.06030139990617,None,,,,,,,,,,,,,,,,,,,,383.6005904999329,384.10455379995983,0.5049933799309656,1.005257079959847,384.08793129993137,384.204590999987,384.08793129993137,384.204590999987,384.18791229999624,None,c,1,384.18791229999624,None,0.6876696000108495,,,,,,,p17,2022_Apr_19_1054,training+cueing,2021.1.4,59.95394339292472,
Friend.png,Stranger,Friend,m,3.2,19,29,99,,,,,0,0,0,0,,,,,6,9,81,5,,,,,,,,,,,,,,,,,,,,,1.56,1.913,385.01485069992486,None,,,,,,,,,,,,,,,,,,,,385.55590029992163,386.0559909999138,0.5013074800372124,1.0015467799967155,386.03934899996966,386.15603969991207,386.03934899996966,386.15603969991207,386.15603969991207,None,m,1,386.15603969991207,None,0.7193193000275642,,,,,,,p17,2022_Apr_19_1054,training+cueing,2021.1.4,59.95394339292472,
Self.png,Stranger,Self ,m,3.1,18,28,98,,,,,0,0,0,0,,,,,6,10,82,2,,,,,,,,,,,,,,,,,,,,,1.791,1.906,387.01290199998766,None,,,,,,,,,,,,,,,,,,,,387.55208659998607,388.0574312999379,0.5114379799924791,1.0117030800320208,388.0408080999041,388.15749119990505,388.0408080999041,388.15749119990505,388.14077389996964,None,m,1,388.14077389996964,None,0.7346637999871746,,,,,,,p17,2022_Apr_19_1054,training+cueing,2021.1.4,59.95394339292472,
Self.png,You,Self ,c,1,11,21,91,,,,,0,0,0,0,,,,,6,11,83,0,,,,,,,,,,,,,,,,,,,,,1.752,2.251,388.99777969997376,None,,,,,,,,,,,,,,,,,,,,389.53819230000954,390.042194699985,0.5057820799993351,1.0060372799634933,390.0255466999952,390.1255300999619,390.0255466999952,390.1255300999619,390.1255300999619,None,c,1,390.1255300999619,None,0.7018125000176951,,,,,,,p17,2022_Apr_19_1054,training+cueing,2021.1.4,59.95394339292472,
Friend.png,Friend,Friend,c,2,12,22,92,,,,,0,0,0,0,,,,,7,0,84,10,,,,,,,,,,,,,,,,,,,,,1.512,1.765,390.94908169994596,None,,,,,,,,,,,,,,,,,,,,391.4908043999458,391.9935942000011,0.5069193800445646,1.0072166800964624,391.97695149993524,392.0936237999704,391.97695149993524,392.0936237999704,392.07694709999487,None,c,1,392.07694709999487,None,0.5744143999181688,,,,,,,p17,2022_Apr_19_1054,training+cueing,2021.1.4,59.95394339292472,
Friend.png,Friend,Friend,c,2,12,22,92,,,,,0,0,0,0,,,,,7,1,85,4,,,,,,,,,,,,,,,,,,,,,1.626,1.446,392.78385010000784,None,,,,,,,,,,,,,,,,,,,,393.3236409999663,393.82827749999706,0.510230979998596,1.0105062799993902,393.811629200005,393.9283047999488,393.811629200005,393.9283047999488,393.911608699942,None,c,1,393.911608699942,None,0.851729099988006,,,,,,,p17,2022_Apr_19_1054,training+cueing,2021.1.4,59.95394339292472,
Self.png,Friend,Self ,m,2.1,16,26,96,,,,,0,0,0,0,,,,,7,2,86,1,,,,,,,,,,,,,,,,,,,,,1.763,1.721,394.88526349992026,None,,,,,,,,,,,,,,,,,,,,395.42364379996434,395.9297505998984,0.5103001799434423,1.0106506799347699,395.91307449992746,396.0298338999273,395.91307449992746,396.0298338999273,396.01330819993746,None,m,1,396.01330819993746,None,0.7021637000143528,,,,,,,p17,2022_Apr_19_1054,training+cueing,2021.1.4,59.95394339292472,
