Image,Name,Face,CorrAns,Match,Face_onset,CResponse_onset,IResponse_onset,Match.thisRepN,Match.thisTrialN,Match.thisN,Match.thisIndex,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,text.started,text.stopped,p1.started,p1.stopped,MatchInstructions.started,MatchInstructions.stopped,Name1.started,Name1.stopped,Face_Relevance.started,Face_Relevance.stopped,MismatchInstructions.started,MismatchInstructions.stopped,Rest_trainingInstruct.started,Rest_trainingInstruct.stopped,next8.keys,next8.rt,next8.started,next8.stopped,Ready.started,Ready.stopped,delay_one_picked,delay_two_picked,blank0.started,blank0.stopped,FixationCross1.started,FixationCross1.stopped,Name3.started,Name3.stopped,Face_Relevance3.started,Face_Relevance3.stopped,responseTime.started,responseTime.stopped,resp.keys,resp.corr,resp.rt,resp.started,resp.stopped,Accuracy.started,Accuracy.stopped,questions.started,questions.stopped,p2.started,p2.stopped,FixationCross3.started,FixationCross3.stopped,port_Face_onset.started,port_Face_onset.stopped,Name4.started,Name4.stopped,Face_Relevance4.started,Face_Relevance4.stopped,responseTime2.started,responseTime2.stopped,Response.keys,Response.corr,Response.rt,Response.started,Response.stopped,p3.started,p3.stopped,Finish.started,Finish.stopped,gender,age,participant,date,expName,psychopyVersion,frameRate,
Self.png,You,,,,,,,0,0,0,0,,,,,,,,,,,,,19.870143300155178,None,0.0035917640198022127,0.49953536386601627,21.874962700065225,None,24.02964109997265,None,24.02964109997265,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p29b,2022-09-07_12h04.20.523,training+cueing,2022.1.3,59.83659825498851,
Stranger.png,Stranger,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,43.92885010014288,None,43.92885010014288,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p29b,2022-09-07_12h04.20.523,training+cueing,2022.1.3,59.83659825498851,
Friend.png,Friend,,,,,,,0,2,2,1,,,,,,,,,,,,,,,,,,,63.92988080019131,None,63.92988080019131,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p29b,2022-09-07_12h04.20.523,training+cueing,2022.1.3,59.83659825498851,
Friend.png,Friend,Friend,c,2,12,22,92,,,,,0,0,0,0,0,0,0,4,,,,,,,,,,,,,,,83.88822149997577,None,86.69045520015061,None,space,-0.8823586001526564,2.0131702597718686,None,88.69168810010888,None,1.636,1.915,91.7029236999806,None,92.31734560010955,92.82808000012301,92.79475640016608,92.89471800019965,92.79475640016608,92.89471800019965,92.89471800019965,None,c,1,1.5066418999340385,92.89471800019965,None,94.42900960007682,None,,,,,,,,,,,,,,,,,,,,,,,,,,p29b,2022-09-07_12h04.20.523,training+cueing,2022.1.3,59.83659825498851,
Self.png,You,Self ,c,1,11,21,91,,,,,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1.486,2.108,94.82979800016619,None,95.36648670001887,95.88021550001577,95.86352710006759,95.96382730011828,95.86352710006759,95.96382730011828,95.96382730011828,None,m,0,0.5815383996814489,95.96382730011828,None,96.56416540010832,None,,,,,,,,,,,,,,,,,,,,,,,,,,p29b,2022-09-07_12h04.20.523,training+cueing,2022.1.3,59.83659825498851,
Friend.png,Stranger,Friend,m,3.2,19,29,99,,,,,0,0,0,0,0,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,1.517,2.283,96.96421680017374,None,97.49649549997412,97.99845429998823,97.98179870005697,98.09840810019523,97.98179870005697,98.09840810019523,98.09840810019523,None,c,0,0.3341048997826874,98.09840810019523,None,98.46541650011204,None,,,,,,,,,,,,,,,,,,,,,,,,,,p29b,2022-09-07_12h04.20.523,training+cueing,2022.1.3,59.83659825498851,
Self.png,You,Self ,c,1,11,21,91,,,,,0,0,0,0,0,3,3,9,,,,,,,,,,,,,,,,,,,,,,,,,1.41,2.096,98.86674470012076,None,99.39578650007024,99.89982310007326,99.8831635999959,99.9832154000178,99.8831635999959,99.9832154000178,99.9832154000178,None,c,1,0.7685416997410357,99.9832154000178,None,100.78358020004816,None,,,,,,,,,,,,,,,,,,,,,,,,,,p29b,2022-09-07_12h04.20.523,training+cueing,2022.1.3,59.83659825498851,
Stranger.png,Stranger,Stranger,c,3,13,23,93,,,,,0,0,0,0,0,4,4,11,,,,,,,,,,,,,,,,,,,,,,,,,1.785,1.352,101.18405840010382,None,101.71795319998637,102.21820660005324,102.21820660005324,102.31820980017073,102.21820660005324,102.31820980017073,102.31820980017073,None,c,1,0.705873399740085,102.31820980017073,None,103.05217240005732,None,,,,,,,,,,,,,,,,,,,,,,,,,,p29b,2022-09-07_12h04.20.523,training+cueing,2022.1.3,59.83659825498851,
Stranger.png,You,Stranger,m,1.3,15,25,95,,,,,0,0,0,0,0,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,1.544,2.462,103.45236890017986,None,103.98366190004162,104.48651950014755,104.46985230012797,104.56986930011772,104.46985230012797,104.56986930011772,104.56986930011772,None,m,1,0.6943955000024289,104.56986930011772,None,105.28704780014232,None,,,,,,,,,,,,,,,,,,,,,,,,,,p29b,2022-09-07_12h04.20.523,training+cueing,2022.1.3,59.83659825498851,
Self.png,Friend,Self ,m,2.1,16,26,96,,,,,0,0,0,0,0,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,1.598,1.634,105.68748770002276,None,106.21790569997393,106.72131450008601,106.70477940002456,106.82143190014176,106.70477940002456,106.82143190014176,106.8047041001264,None,m,1,0.7155695997644216,106.8047041001264,None,107.53863289998844,None,,,,,,,,,,,,,,,,,,,,,,,,,,p29b,2022-09-07_12h04.20.523,training+cueing,2022.1.3,59.83659825498851,
Friend.png,You,Friend,m,1.2,14,24,94,,,,,0,0,0,0,0,7,7,3,,,,,,,,,,,,,,,,,,,,,,,,,1.771,1.425,107.93918180000037,None,108.46966310008429,108.97307860013098,108.95647160010412,109.05638550012372,108.95647160010412,109.05638550012372,109.05638550012372,None,m,1,0.9921925999224186,109.05638550012372,None,110.07391060004011,None,,,,,,,,,,,,,,,,,,,,,,,,,,p29b,2022-09-07_12h04.20.523,training+cueing,2022.1.3,59.83659825498851,
Stranger.png,Stranger,Stranger,c,3,13,23,93,,,,,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,1.413,1.208,110.47412999998778,None,111.00565030006692,111.50826230016537,111.49155220016837,111.60824350011535,111.49155220016837,111.60824350011535,111.60824350011535,None,c,1,0.6961473997216672,111.60824350011535,None,112.32571370014921,None,,,,,,,,,,,,,,,,,,,,,,,,,,p29b,2022-09-07_12h04.20.523,training+cueing,2022.1.3,59.83659825498851,
Stranger.png,Friend,Stranger,m,2.3,17,27,97,,,,,0,0,0,0,0,9,9,7,,,,,,,,,,,,,,,,,,,,,,,,,1.734,1.305,112.726584300166,None,113.27840030007064,113.79325410001911,113.7764566000551,113.89328710013069,113.7764566000551,113.89328710013069,113.87647620006464,None,m,1,0.6519720999058336,113.87647620006464,None,114.56042380002327,None,,,,,,,,,,,,,,,,,,,,,,,,,,p29b,2022-09-07_12h04.20.523,training+cueing,2022.1.3,59.83659825498851,
