subject,trialnum,shapeassociation,matchingcondition,response,correct,latency
995543608,165,self,mismatching,47,1,285
995543608,167,friend,matching,48,1,587
995543608,169,self,matching,48,1,681
995543608,171,friend,matching,48,1,630
995543608,173,friend,matching,48,1,487
995543608,175,friend,matching,48,1,459
995543608,177,friend,matching,48,1,372
995543608,179,friend,mismatching,47,1,285
995543608,181,self,mismatching,47,1,533
995543608,183,self,matching,48,1,534
995543608,185,friend,mismatching,47,1,518
995543608,187,friend,mismatching,47,1,296
995543608,189,self,mismatching,48,0,596
995543608,191,self,matching,48,1,576
995543608,193,friend,mismatching,48,0,534
995543608,195,friend,matching,48,1,596
995543608,197,self,mismatching,47,1,522
995543608,199,friend,mismatching,47,1,419
995543608,201,friend,mismatching,47,1,384
995543608,203,self,matching,47,0,260
995543608,205,self,mismatching,47,1,543
995543608,207,friend,matching,47,0,724
995543608,209,self,matching,47,0,343
995543608,211,friend,mismatching,47,1,350
995543608,213,friend,matching,48,1,500
995543608,215,friend,mismatching,47,1,549
995543608,217,self,mismatching,47,1,617
995543608,219,self,mismatching,47,1,570
995543608,221,self,matching,47,0,510
995543608,223,self,matching,48,1,944
995543608,225,friend,mismatching,47,1,470
995543608,227,self,mismatching,47,1,550
995543608,229,friend,matching,48,1,844
995543608,231,self,matching,48,1,933
995543608,233,friend,matching,48,1,695
995543608,235,friend,mismatching,47,1,560
995543608,237,self,matching,48,1,773
995543610,3,friend,mismatching,47,1,768
995543610,5,friend,mismatching,47,1,779
995543610,7,self,matching,48,1,453
995543610,9,friend,mismatching,48,0,755
995543610,11,self,matching,48,1,788
995543610,13,self,matching,48,1,646
995543610,15,friend,mismatching,47,1,728
995543610,17,self,mismatching,47,1,897
995543610,19,self,matching,48,1,550
995543610,21,friend,matching,47,0,603
995543610,23,self,mismatching,47,1,841
995543610,25,self,mismatching,47,1,585
995543610,27,friend,matching,47,0,1003
995543610,29,self,matching,48,1,651
995543610,31,friend,matching,47,0,857
995543610,33,friend,mismatching,47,1,953
995543610,35,friend,matching,48,1,691
995543610,37,friend,mismatching,47,1,538
995543610,43,self,matching,48,1,628
995543610,45,friend,mismatching,47,1,1162
995543610,47,self,mismatching,47,1,1119
995543610,49,self,mismatching,47,1,1073
995543610,51,friend,matching,48,1,743
995543610,53,self,matching,48,1,522
995543610,55,friend,mismatching,47,1,853
995543610,57,self,matching,48,1,446
995543610,59,friend,matching,48,1,709
995543610,61,self,matching,48,1,605
995543610,63,friend,mismatching,47,1,745
995543610,65,self,mismatching,47,1,702
995543610,67,friend,mismatching,47,1,418
995543610,69,friend,mismatching,47,1,436
995543610,71,friend,mismatching,47,1,466
995543610,73,self,mismatching,47,1,902
995543610,75,self,matching,48,1,493
995543610,77,friend,matching,48,1,771
995543610,79,self,matching,48,1,507
995543610,81,self,mismatching,47,1,727
995543610,83,friend,mismatching,47,1,740
995543610,85,friend,mismatching,47,1,558
995543610,87,self,mismatching,47,1,517
995543610,89,self,matching,48,1,358
995543610,91,friend,mismatching,47,1,949
995543610,93,friend,mismatching,47,1,429
995543610,95,friend,mismatching,47,1,630
995543610,97,friend,matching,48,1,740
995543610,99,friend,matching,48,1,918
995543610,101,self,mismatching,47,1,547
995543610,103,friend,matching,48,1,760
995543610,105,self,mismatching,47,1,631
995543610,107,self,matching,48,1,338
995543610,109,friend,mismatching,47,1,1076
995543610,111,friend,matching,48,1,639
995543610,113,friend,mismatching,47,1,546
995543610,115,friend,mismatching,47,1,742
995543610,117,self,matching,48,1,575
995543610,119,friend,matching,47,0,546
995543610,121,friend,mismatching,47,1,687
995543610,123,friend,mismatching,47,1,603
995543610,125,self,matching,48,1,477
995543610,127,self,mismatching,48,0,453
995543610,129,self,matching,48,1,545
995543610,131,self,mismatching,47,1,523
995543610,133,friend,matching,47,0,367
995543610,135,friend,matching,47,0,755
995543610,137,self,matching,48,1,564
995543610,139,self,mismatching,47,1,568
995543610,141,self,mismatching,47,1,640
995543610,143,friend,mismatching,47,1,773
995543610,145,self,mismatching,47,1,1044
995543610,147,self,mismatching,47,1,619
995543610,149,self,mismatching,47,1,579
995543610,151,friend,mismatching,47,1,726
995543610,153,friend,matching,48,1,764
995543610,155,self,mismatching,47,1,587
995543610,157,self,matching,48,1,622
995543610,159,friend,matching,47,0,635
995543610,161,friend,mismatching,48,0,586
995543610,163,self,mismatching,47,1,741
995543610,165,self,matching,48,1,503
995543610,167,self,matching,48,1,844
995543610,169,self,matching,48,1,661
995543610,171,self,matching,48,1,596
995543610,173,friend,matching,47,0,491
995543610,175,friend,mismatching,47,1,793
995543610,177,friend,matching,48,1,730
995543610,179,self,mismatching,47,1,1006
995543610,181,friend,mismatching,47,1,1110
995543610,183,self,mismatching,47,1,749
995543610,185,friend,matching,48,1,638
995543610,187,self,matching,48,1,565
995543610,189,self,matching,48,1,601
995543610,191,friend,matching,48,1,616
995543610,193,self,matching,48,1,471
995543610,195,friend,matching,47,0,567
995543610,197,self,mismatching,47,1,792
995543610,199,friend,matching,48,1,690
995543610,201,self,matching,48,1,437
995543610,203,friend,matching,48,1,719
995543610,205,friend,mismatching,47,1,461
995543610,207,friend,matching,48,1,743
995543610,209,self,mismatching,47,1,732
995543610,211,self,mismatching,47,1,621
995543610,213,self,mismatching,47,1,442
995543610,215,friend,matching,48,1,370
995543610,217,self,matching,48,1,347
995543610,219,friend,matching,48,1,289
995543610,221,self,mismatching,47,1,644
995543610,223,friend,matching,48,1,650
995543610,225,self,matching,48,1,348
995543610,229,self,mismatching,47,1,499
995543610,231,friend,matching,48,1,568
995543610,233,friend,matching,48,1,658
995543610,235,self,matching,48,1,301
995543610,237,friend,mismatching,47,1,540
995543610,239,self,matching,48,1,454
995543607,5,friend,mismatching,48,1,857
995543607,11,friend,matching,47,1,1066
995543607,13,self,matching,47,1,1182
995543607,15,self,mismatching,48,1,814
995543607,17,self,matching,47,1,841
995543607,19,friend,matching,48,0,605
995543607,21,friend,mismatching,48,1,1002
995543607,23,self,matching,47,1,882
995543607,25,self,mismatching,48,1,1043
995543607,35,friend,mismatching,48,1,713
995543607,37,friend,mismatching,48,1,616
995543607,39,self,matching,47,1,1079
995543607,43,friend,mismatching,48,1,718
995543607,45,friend,matching,47,1,1005
995543607,47,self,matching,47,1,934
995543607,49,self,matching,47,1,486
995543607,53,self,mismatching,48,1,842
995543607,61,friend,mismatching,48,1,1042
995543607,65,friend,matching,47,1,693
995543607,67,friend,mismatching,48,1,1091
995543607,71,self,matching,47,1,1017
995543607,73,friend,matching,48,0,1062
995543607,77,friend,mismatching,48,1,885
995543607,79,self,matching,47,1,970
995543607,81,self,mismatching,48,1,884
995543607,83,friend,matching,48,0,809
995543607,85,self,matching,47,1,974
995543607,87,friend,matching,48,0,855
995543607,89,friend,matching,48,0,990
995543607,93,self,matching,47,1,946
995543607,97,friend,mismatching,48,1,928
995543607,99,self,mismatching,48,1,855
995543607,101,friend,mismatching,48,1,898
995543607,103,self,mismatching,48,1,826
995543607,107,self,matching,47,1,837
995543607,109,self,matching,47,1,667
995543607,113,self,matching,47,1,639
995543607,115,friend,mismatching,48,1,776
995543607,117,self,mismatching,48,1,1099
995543607,119,friend,mismatching,48,1,736
995543607,121,friend,mismatching,48,1,634
995543607,123,friend,mismatching,48,1,624
995543607,125,self,mismatching,48,1,1037
995543607,129,self,mismatching,48,1,667
995543607,131,friend,matching,47,1,858
995543607,133,friend,mismatching,48,1,824
995543607,135,self,mismatching,48,1,995
995543607,137,friend,matching,47,1,978
995543607,139,self,mismatching,48,1,701
995543607,141,friend,mismatching,48,1,1052
995543607,143,friend,matching,47,1,855
995543607,145,self,mismatching,48,1,753
995543607,147,friend,mismatching,48,1,824
995543607,149,self,matching,47,1,840
995543607,151,self,matching,47,1,707
995543607,153,self,matching,47,1,531
995543607,155,friend,mismatching,48,1,547
995543607,157,self,mismatching,48,1,1008
995543607,159,self,matching,47,1,702
995543607,161,friend,mismatching,48,1,715
995543607,163,self,mismatching,48,1,711
995543607,165,self,matching,47,1,675
995543607,167,friend,matching,48,0,686
995543607,169,self,mismatching,48,1,814
995543607,171,friend,matching,48,0,795
995543607,173,self,mismatching,48,1,719
995543607,175,self,mismatching,48,1,641
995543607,177,self,mismatching,48,1,599
995543607,179,friend,mismatching,48,1,1007
995543607,181,friend,matching,47,1,800
995543607,183,friend,mismatching,48,1,950
995543607,185,friend,matching,47,1,937
995543607,187,self,matching,47,1,731
995543607,189,self,matching,47,1,615
995543607,191,friend,matching,47,1,962
995543607,193,friend,matching,47,1,683
995543607,195,friend,matching,47,1,684
995543607,197,self,matching,47,1,616
995543607,199,self,matching,47,1,603
995543607,201,friend,mismatching,47,0,820
995543607,205,self,mismatching,48,1,757
995543607,207,self,matching,47,1,616
995543607,209,self,matching,47,1,580
995543607,211,friend,matching,47,1,926
995543607,213,self,matching,47,1,462
995543607,215,self,matching,47,1,593
995543607,217,friend,mismatching,48,1,533
995543607,219,friend,matching,47,1,767
995543607,221,friend,matching,47,1,628
995543607,223,friend,matching,47,1,712
995543607,225,self,mismatching,48,1,662
995543607,227,friend,mismatching,48,1,981
995543607,229,self,matching,47,1,733
995543607,231,self,mismatching,48,1,591
995543607,233,self,matching,47,1,556
995543607,235,friend,matching,47,1,812
995543607,237,self,matching,47,1,560
995543607,239,self,mismatching,48,1,624
995543601,1,friend,matching,47,1,1106
995543601,3,friend,mismatching,48,1,839
995543601,5,self,matching,47,1,1080
995543601,7,friend,mismatching,48,1,937
995543601,9,self,matching,47,1,861
995543601,11,self,mismatching,48,1,559
995543601,13,friend,mismatching,47,0,572
995543601,15,self,matching,47,1,577
995543601,17,friend,matching,47,1,920
995543601,19,self,mismatching,48,1,886
995543601,21,friend,matching,47,1,1103
995543601,23,self,matching,47,1,566
995543601,25,self,matching,47,1,578
995543601,27,friend,mismatching,48,1,859
995543601,29,self,matching,47,1,550
995543601,31,friend,matching,47,1,635
995543601,33,self,matching,47,1,610
995543601,35,self,mismatching,48,1,572
995543601,37,self,mismatching,48,1,738
995543601,39,friend,mismatching,48,1,759
995543601,41,friend,matching,47,1,652
995543601,43,friend,matching,47,1,705
995543601,45,self,mismatching,48,1,501
995543601,47,self,mismatching,48,1,1140
995543601,49,self,matching,47,1,609
995543601,51,friend,matching,47,1,972
995543601,53,friend,matching,47,1,473
995543601,55,self,mismatching,48,1,715
995543601,57,friend,matching,47,1,606
995543601,59,self,mismatching,47,0,966
995543601,61,friend,matching,47,1,511
995543601,63,friend,matching,47,1,553
995543601,65,friend,mismatching,47,0,622
995543601,67,self,mismatching,48,1,944
995543601,69,self,matching,47,1,795
995543601,71,self,mismatching,48,1,791
995543601,73,friend,mismatching,47,0,865
995543601,75,friend,matching,47,1,623
995543601,77,self,matching,47,1,732
995543601,79,self,mismatching,48,1,785
995543601,81,friend,matching,47,1,619
995543601,83,self,matching,47,1,580
995543601,85,friend,mismatching,47,0,549
995543601,87,friend,mismatching,47,0,1180
995543601,89,friend,matching,47,1,1050
995543601,91,friend,mismatching,48,1,690
995543601,93,self,matching,47,1,761
995543601,95,self,mismatching,48,1,649
995543601,97,friend,matching,47,1,688
995543601,99,self,matching,47,1,592
995543601,103,self,matching,47,1,540
995543601,105,self,matching,47,1,726
995543601,107,self,mismatching,48,1,708
995543601,109,self,mismatching,48,1,711
995543601,111,friend,mismatching,48,1,867
995543601,113,friend,matching,47,1,508
995543601,115,self,matching,47,1,571
995543601,117,friend,mismatching,48,1,888
995543601,119,friend,matching,47,1,828
995543601,121,self,mismatching,48,1,666
995543601,123,self,matching,47,1,488
995543601,125,friend,mismatching,48,1,873
995543601,127,friend,mismatching,48,1,800
995543601,131,friend,mismatching,48,1,1053
995543601,135,friend,mismatching,48,1,838
995543601,137,self,matching,47,1,568
995543601,139,self,mismatching,48,1,604
995543601,141,friend,mismatching,48,1,712
995543601,143,friend,matching,47,1,671
995543601,145,self,mismatching,48,1,557
995543601,147,self,matching,47,1,916
995543601,149,friend,mismatching,48,1,813
995543601,151,friend,mismatching,48,1,791
995543601,153,self,matching,48,0,722
995543601,155,self,matching,47,1,498
995543601,157,self,matching,47,1,507
995543601,159,self,mismatching,48,1,544
995543601,161,friend,matching,47,1,629
995543601,163,friend,matching,47,1,649
995543601,165,friend,matching,47,1,572
995543601,167,self,matching,48,0,561
995543601,169,friend,mismatching,48,1,764
995543601,171,friend,mismatching,48,1,821
995543601,173,self,mismatching,48,1,979
995543601,175,self,matching,47,1,778
995543601,177,self,mismatching,48,1,600
995543601,179,friend,mismatching,48,1,794
995543601,181,self,matching,47,1,855
995543601,183,friend,mismatching,48,1,727
995543601,185,friend,matching,47,1,542
995543601,189,friend,mismatching,48,1,865
995543601,191,self,matching,47,1,762
995543601,193,friend,mismatching,48,1,559
995543601,195,self,matching,47,1,610
995543601,197,self,mismatching,48,1,783
995543601,199,self,matching,47,1,948
995543601,201,self,matching,47,1,661
995543601,203,self,mismatching,48,1,555
995543601,205,self,mismatching,48,1,928
995543601,207,self,mismatching,48,1,485
995543601,209,friend,mismatching,48,1,845
995543601,211,friend,matching,47,1,659
995543601,213,friend,matching,47,1,733
995543601,215,self,mismatching,48,1,851
995543601,217,friend,matching,47,1,777
995543601,219,friend,matching,47,1,674
995543601,221,friend,matching,47,1,415
995543601,223,self,mismatching,48,1,542
995543601,225,friend,mismatching,48,1,1067
995543601,227,self,mismatching,48,1,645
995543601,229,friend,matching,47,1,1198
995543601,231,friend,mismatching,48,1,994
995543601,233,self,matching,47,1,593
995543601,235,self,mismatching,48,1,759
995543601,237,friend,mismatching,48,1,838
995543601,239,friend,matching,47,1,884
995543618,1,self,matching,48,1,587
995543618,3,self,matching,48,1,732
995543618,5,self,mismatching,47,1,671
995543618,7,friend,matching,48,1,926
995543618,9,friend,matching,48,1,698
995543618,11,friend,matching,48,1,534
995543618,13,self,mismatching,47,1,632
995543618,15,self,mismatching,47,1,1056
995543618,17,self,mismatching,47,1,530
995543618,19,self,matching,48,1,611
995543618,21,friend,matching,47,0,581
995543618,23,self,matching,48,1,780
995543618,25,friend,matching,48,1,858
995543618,27,self,mismatching,47,1,768
995543618,29,friend,mismatching,47,1,814
995543618,31,self,matching,48,1,476
995543618,33,friend,mismatching,47,1,932
995543618,35,friend,matching,48,1,854
995543618,37,friend,matching,48,1,516
995543618,39,friend,mismatching,47,1,634
995543618,41,friend,matching,48,1,687
995543618,43,self,mismatching,47,1,733
995543618,45,self,matching,48,1,519
995543618,47,self,mismatching,47,1,440
995543618,49,friend,mismatching,47,1,814
995543618,51,self,matching,48,1,356
995543618,53,self,matching,48,1,622
995543618,55,self,mismatching,47,1,606
995543618,57,friend,matching,48,1,432
995543618,59,self,matching,48,1,419
995543618,61,friend,matching,47,0,466
995543618,63,self,mismatching,47,1,902
995543618,65,self,matching,48,1,489
995543618,67,friend,mismatching,47,1,839
995543618,69,self,mismatching,47,1,721
995543618,71,friend,mismatching,47,1,864
995543618,73,friend,matching,48,1,870
995543618,75,friend,matching,48,1,689
995543618,77,self,mismatching,47,1,629
995543618,79,self,mismatching,47,1,826
995543618,81,friend,mismatching,47,1,840
995543618,83,self,mismatching,47,1,758
995543618,85,friend,matching,47,0,839
995543618,87,self,matching,48,1,866
995543618,91,self,matching,48,1,576
995543618,93,friend,mismatching,47,1,771
995543618,95,self,mismatching,47,1,873
995543618,97,self,matching,48,1,511
995543618,99,self,mismatching,47,1,559
995543618,101,self,mismatching,47,1,629
995543618,103,self,mismatching,47,1,643
995543618,105,friend,mismatching,48,0,641
995543618,107,friend,mismatching,47,1,543
995543618,109,friend,mismatching,47,1,530
995543618,111,self,mismatching,47,1,633
995543618,113,self,mismatching,47,1,651
995543618,115,self,matching,48,1,393
995543618,117,self,matching,48,1,430
995543618,119,self,matching,48,1,466
995543618,121,self,mismatching,47,1,443
995543618,123,friend,matching,48,1,924
995543618,125,friend,mismatching,47,1,764
995543618,127,friend,mismatching,47,1,592
995543618,129,self,mismatching,47,1,708
995543618,131,friend,mismatching,47,1,951
995543618,133,self,mismatching,47,1,779
995543618,135,friend,mismatching,47,1,699
995543618,137,self,mismatching,47,1,640
995543618,139,friend,mismatching,47,1,630
995543618,141,self,matching,48,1,738
995543618,143,friend,mismatching,47,1,784
995543618,145,friend,mismatching,47,1,402
995543618,147,friend,mismatching,47,1,483
995543618,149,friend,mismatching,47,1,397
995543618,151,friend,matching,47,0,447
995543618,153,friend,matching,48,1,432
995543618,155,friend,matching,47,0,461
995543618,157,friend,mismatching,47,1,747
995543618,159,self,mismatching,47,1,883
995543618,161,self,mismatching,47,1,646
995543618,163,friend,matching,48,1,636
995543618,165,friend,mismatching,47,1,552
995543618,167,friend,matching,48,1,707
995543618,169,self,matching,48,1,576
995543618,171,friend,matching,48,1,620
995543618,173,friend,matching,48,1,755
995543618,175,self,matching,48,1,626
995543618,177,self,matching,48,1,432
995543618,179,friend,mismatching,47,1,384
995543618,181,friend,mismatching,47,1,586
995543618,183,self,matching,48,1,521
995543618,185,friend,matching,48,1,628
995543618,187,friend,matching,48,1,916
995543618,189,self,matching,48,1,656
995543618,191,self,matching,48,1,413
995543618,193,self,matching,48,1,495
995543618,195,self,mismatching,47,1,647
995543618,197,friend,matching,48,1,415
995543618,199,friend,matching,48,1,438
995543618,201,friend,matching,48,1,325
995543618,203,self,mismatching,47,1,536
995543618,205,self,mismatching,47,1,405
995543618,207,friend,mismatching,48,0,415
995543618,209,self,matching,48,1,244
995543618,211,self,mismatching,47,1,433
995543618,213,self,matching,48,1,711
995543618,215,friend,mismatching,47,1,619
995543618,217,friend,mismatching,47,1,952
995543618,219,friend,mismatching,47,1,602
995543618,221,friend,matching,48,1,780
995543618,223,friend,matching,48,1,395
995543618,225,self,matching,48,1,600
995543618,227,friend,mismatching,47,1,556
995543618,229,self,mismatching,48,0,664
995543618,231,friend,matching,47,0,585
995543618,233,self,matching,48,1,539
995543618,235,self,matching,48,1,503
995543618,237,self,matching,48,1,424
995543618,239,friend,mismatching,47,1,644
995543617,1,friend,mismatching,48,1,624
995543617,3,self,matching,47,1,442
995543617,5,friend,mismatching,48,1,393
995543617,7,self,mismatching,48,1,905
995543617,9,friend,mismatching,48,1,642
995543617,13,self,mismatching,48,1,599
995543617,15,self,matching,47,1,690
995543617,17,self,matching,48,0,450
995543617,19,self,matching,47,1,337
995543617,21,friend,matching,47,1,890
995543617,23,friend,mismatching,48,1,620
995543617,25,friend,matching,47,1,725
995543617,27,friend,mismatching,48,1,446
995543617,29,friend,mismatching,48,1,477
995543617,31,friend,mismatching,48,1,353
995543617,33,self,matching,47,1,450
995543617,35,friend,matching,48,0,352
995543617,37,friend,matching,47,1,515
995543617,39,friend,matching,47,1,298
995543617,41,self,mismatching,48,1,438
995543617,43,self,mismatching,48,1,451
995543617,45,friend,mismatching,48,1,618
995543617,47,friend,matching,47,1,634
995543617,49,friend,matching,47,1,586
995543617,51,friend,mismatching,48,1,586
995543617,53,friend,mismatching,48,1,559
995543617,55,friend,matching,48,0,331
995543617,57,self,mismatching,47,0,569
995543617,59,friend,mismatching,48,1,701
995543617,61,friend,matching,47,1,660
995543617,63,self,matching,47,1,568
995543617,65,self,mismatching,48,1,428
995543617,67,friend,matching,47,1,604
995543617,69,self,mismatching,48,1,925
995543617,71,self,mismatching,48,1,702
995543617,73,self,mismatching,48,1,622
995543617,75,self,mismatching,48,1,306
995543617,77,self,matching,47,1,455
995543617,79,self,mismatching,48,1,469
995543617,81,friend,matching,47,1,553
995543617,83,friend,mismatching,48,1,611
995543617,85,self,matching,47,1,916
995543617,87,self,matching,47,1,540
995543617,89,friend,mismatching,48,1,494
995543617,91,self,matching,47,1,489
995543617,93,friend,mismatching,48,1,454
995543617,95,self,matching,47,1,406
995543617,97,self,matching,47,1,328
995543617,99,friend,mismatching,48,1,302
995543617,101,self,matching,47,1,360
995543617,103,self,matching,47,1,327
995543617,105,friend,mismatching,48,1,330
995543617,107,self,mismatching,48,1,649
995543617,109,friend,mismatching,48,1,603
995543617,111,friend,mismatching,48,1,430
995543617,113,self,mismatching,48,1,542
995543617,115,self,matching,48,0,338
995543617,117,self,matching,47,1,456
995543617,119,friend,mismatching,48,1,332
995543617,121,self,matching,47,1,584
995543617,123,friend,mismatching,47,0,324
995543617,125,self,mismatching,48,1,858
995543617,127,friend,mismatching,48,1,511
995543617,129,self,mismatching,48,1,590
995543617,131,self,matching,47,1,514
995543617,133,self,matching,47,1,515
995543617,135,self,mismatching,48,1,540
995543617,137,self,matching,47,1,500
995543617,139,self,mismatching,48,1,643
995543617,141,friend,mismatching,47,0,609
995543617,143,self,matching,47,1,550
995543617,145,friend,matching,47,1,783
995543617,147,friend,matching,47,1,354
995543617,149,self,mismatching,48,1,410
995543617,151,self,mismatching,48,1,453
995543617,153,self,matching,48,0,279
995543617,155,friend,mismatching,48,1,488
995543617,157,self,mismatching,48,1,694
995543617,159,friend,matching,48,0,352
995543617,161,self,mismatching,48,1,618
995543617,163,friend,matching,47,1,361
995543617,165,friend,matching,47,1,451
995543617,167,friend,matching,47,1,323
995543617,169,friend,matching,47,1,408
995543617,171,self,mismatching,48,1,527
995543617,173,friend,mismatching,48,1,533
995543617,175,friend,matching,47,1,622
995543617,177,self,mismatching,48,1,496
995543617,179,self,matching,47,1,533
995543617,181,self,mismatching,48,1,582
995543617,183,friend,matching,47,1,460
995543617,185,friend,matching,47,1,539
995543617,187,friend,mismatching,48,1,458
995543617,189,friend,matching,47,1,607
995543617,191,friend,matching,47,1,311
995543617,193,friend,matching,47,1,481
995543617,195,friend,mismatching,48,1,351
995543617,197,friend,matching,47,1,422
995543617,199,self,matching,47,1,447
995543617,201,friend,mismatching,48,1,743
995543617,203,self,matching,47,1,387
995543617,205,self,mismatching,48,1,391
995543617,207,self,matching,47,1,417
995543617,209,friend,matching,48,0,382
995543617,211,friend,matching,47,1,439
995543617,213,friend,mismatching,47,0,330
995543617,215,friend,mismatching,48,1,688
995543617,217,self,mismatching,48,1,603
995543617,219,friend,matching,47,1,456
995543617,221,self,mismatching,48,1,412
995543617,223,self,mismatching,48,1,730
995543617,225,friend,mismatching,48,1,810
995543617,227,self,matching,47,1,548
995543617,229,friend,matching,48,0,375
995543617,231,self,matching,47,1,598
995543617,233,self,mismatching,48,1,440
995543617,235,self,matching,47,1,491
995543617,237,friend,matching,47,1,374
995543617,239,self,matching,47,1,425
995543616,1,self,matching,48,1,324
995543616,3,self,matching,48,1,305
995543616,5,self,mismatching,47,1,349
995543616,7,friend,matching,47,0,453
995543616,9,friend,matching,47,0,323
995543616,13,friend,mismatching,47,1,624
995543616,15,self,matching,48,1,640
995543616,17,friend,matching,47,0,324
995543616,19,friend,mismatching,48,0,505
995543616,21,friend,mismatching,47,1,667
995543616,23,friend,mismatching,47,1,573
995543616,25,friend,mismatching,47,1,631
995543616,27,friend,mismatching,47,1,469
995543616,29,friend,mismatching,47,1,422
995543616,31,self,matching,48,1,551
995543616,33,friend,matching,48,1,820
995543616,35,friend,matching,48,1,627
995543616,37,self,mismatching,47,1,524
995543616,39,friend,matching,48,1,736
995543616,41,self,matching,48,1,529
995543616,43,self,matching,48,1,539
995543616,45,friend,matching,48,1,719
995543616,47,friend,mismatching,47,1,837
995543616,49,self,matching,48,1,596
995543616,51,self,matching,48,1,744
995543616,53,friend,matching,47,0,519
995543616,55,self,matching,48,1,643
995543616,57,self,matching,48,1,423
995543616,59,friend,matching,48,1,552
995543616,61,self,mismatching,47,1,815
995543616,63,self,matching,48,1,537
995543616,65,friend,matching,48,1,1004
995543616,67,friend,mismatching,47,1,770
995543616,69,friend,mismatching,47,1,664
995543616,71,friend,matching,48,1,649
995543616,73,friend,mismatching,47,1,614
995543616,75,self,mismatching,47,1,864
995543616,77,self,mismatching,47,1,605
995543616,79,self,mismatching,47,1,437
995543616,81,friend,mismatching,48,0,697
995543616,83,self,mismatching,47,1,1196
995543616,85,friend,mismatching,47,1,712
995543616,87,friend,matching,48,1,719
995543616,89,friend,mismatching,47,1,564
995543616,93,self,mismatching,47,1,643
995543616,95,friend,matching,48,1,697
995543616,97,friend,mismatching,47,1,490
995543616,99,self,mismatching,47,1,616
995543616,101,self,matching,48,1,320
995543616,103,friend,matching,48,1,679
995543616,105,friend,mismatching,47,1,581
995543616,107,friend,matching,48,1,503
995543616,109,friend,mismatching,48,0,1149
995543616,111,friend,matching,48,1,740
995543616,113,self,matching,48,1,842
995543616,115,self,mismatching,47,1,720
995543616,117,self,matching,48,1,903
995543616,119,self,mismatching,47,1,555
995543616,121,self,mismatching,47,1,465
995543616,123,self,matching,48,1,459
995543616,125,self,mismatching,47,1,710
995543616,127,self,matching,48,1,614
995543616,129,friend,matching,47,0,455
995543616,131,self,mismatching,48,0,604
995543616,133,friend,matching,48,1,1053
995543616,135,self,mismatching,47,1,557
995543616,137,friend,mismatching,47,1,815
995543616,139,friend,mismatching,47,1,349
995543616,141,self,matching,48,1,443
995543616,143,friend,matching,48,1,576
995543616,145,friend,mismatching,47,1,452
995543616,147,self,matching,48,1,438
995543616,149,self,mismatching,47,1,446
995543616,151,self,mismatching,47,1,377
995543616,153,self,mismatching,47,1,294
995543616,155,friend,mismatching,47,1,622
995543616,157,self,matching,48,1,359
995543616,159,friend,matching,48,1,337
995543616,161,self,matching,48,1,629
995543616,163,friend,mismatching,47,1,540
995543616,165,friend,matching,48,1,915
995543616,167,self,matching,48,1,431
995543616,169,self,matching,48,1,378
995543616,171,self,mismatching,47,1,536
995543616,173,self,matching,48,1,495
995543616,179,self,mismatching,47,1,537
995543616,181,friend,mismatching,47,1,1004
995543616,183,friend,matching,48,1,900
995543616,185,self,mismatching,47,1,516
995543616,187,friend,mismatching,47,1,972
995543616,189,self,matching,48,1,818
995543616,191,friend,mismatching,47,1,474
995543616,193,self,mismatching,47,1,647
995543616,195,self,matching,48,1,520
995543616,197,friend,matching,48,1,347
995543616,199,self,mismatching,47,1,330
995543616,201,self,mismatching,47,1,451
995543616,203,friend,mismatching,48,0,399
995543616,205,self,matching,48,1,510
995543616,207,self,mismatching,47,1,809
995543616,209,friend,matching,48,1,539
995543616,211,friend,matching,48,1,302
995543616,213,self,mismatching,47,1,530
995543616,215,friend,matching,48,1,902
995543616,217,self,mismatching,47,1,544
995543616,219,self,matching,48,1,732
995543616,221,self,matching,48,1,611
995543616,223,self,matching,48,1,311
995543616,225,self,mismatching,48,0,422
995543616,227,friend,matching,48,1,303
995543616,229,friend,mismatching,47,1,647
995543616,231,self,mismatching,48,0,682
995543616,233,friend,matching,48,1,341
995543616,235,friend,mismatching,47,1,733
995543616,237,friend,mismatching,47,1,557
995543611,1,friend,mismatching,47,0,694
995543611,3,self,matching,47,1,397
995543611,5,friend,matching,48,0,336
995543611,7,self,matching,47,1,247
995543611,9,friend,mismatching,47,0,322
995543611,11,friend,mismatching,48,1,426
995543611,13,self,mismatching,48,1,604
995543611,15,self,matching,47,1,434
995543611,17,friend,matching,48,0,455
995543611,19,self,mismatching,47,0,337
995543611,21,friend,mismatching,48,1,578
995543611,23,friend,matching,47,1,510
995543611,25,self,matching,47,1,353
995543611,27,self,mismatching,47,0,347
995543611,29,friend,mismatching,48,1,547
995543611,31,self,matching,47,1,360
995543611,33,self,mismatching,48,1,497
995543611,35,self,matching,47,1,377
995543611,37,friend,mismatching,48,1,420
995543611,39,friend,matching,47,1,517
995543611,41,self,matching,47,1,396
995543611,43,self,mismatching,48,1,491
995543611,45,friend,mismatching,48,1,569
995543611,47,self,matching,47,1,281
995543611,49,friend,mismatching,48,1,508
995543611,51,friend,mismatching,48,1,442
995543611,53,self,mismatching,47,0,275
995543611,55,self,matching,47,1,372
995543611,57,friend,mismatching,48,1,417
995543611,59,friend,matching,47,1,551
995543611,61,friend,mismatching,48,1,451
995543611,63,self,mismatching,47,0,475
995543611,65,friend,mismatching,48,1,531
