,subjectGroup,subject,age,sex,education,handedness,TaskName,BlockNumber,stimPos,stim1,stim2,shape,word,MATCHkey,RT,correct,question,response,condition,TaskType,Association
55417,1,18,19,female,High school or equivalent ,right-handed,RG2_YN,3,400,rhomboid,NA,neutral,NA,Yneutral_j,440,1,NA,j,single,RG_incongruent,neutral
55517,1,18,19,female,High school or equivalent ,right-handed,RG2_YN,3,-400,diamond,NA,you,NA,Yneutral_j,508,1,NA,j,single,RG_incongruent,you
55617,1,18,19,female,High school or equivalent ,right-handed,RG2_YN,3,400,diamond,NA,you,NA,Yneutral_j,497,1,NA,j,single,RG_incongruent,you
55717,1,18,19,female,High school or equivalent ,right-handed,RG2_YN,3,400; -400,octagon,triangle,happyfriend,NA,Yneutral_j,527,1,NA,k,pair,RG_incongruent,happyfriend
55817,1,18,19,female,High school or equivalent ,right-handed,RG2_YN,3,-400,diamond,NA,you,NA,Yneutral_j,484,1,NA,j,single,RG_incongruent,you
55917,1,18,19,female,High school or equivalent ,right-handed,RG2_YN,3,400,diamond,NA,you,NA,Yneutral_j,492,1,NA,j,single,RG_incongruent,you
56017,1,18,19,female,High school or equivalent ,right-handed,RG2_YN,3,400,triangle,NA,friend,NA,Yneutral_j,605,1,NA,k,single,RG_incongruent,friend
56121,1,18,19,female,High school or equivalent ,right-handed,beauty,NA,NA,trapeze,NA,trapeze,NA,NA,52119,0,NA,happy,NA,beauty,trapeze
56219,1,18,19,female,High school or equivalent ,right-handed,beauty,NA,NA,square,NA,square,NA,NA,52119,0,NA,happy,NA,beauty,square
56317,1,18,19,female,High school or equivalent ,right-handed,beauty,NA,NA,pentagon,NA,pentagon,NA,NA,52119,0,NA,happy,NA,beauty,pentagon
56417,1,18,19,female,High school or equivalent ,right-handed,beauty,NA,NA,diamond,NA,diamond,NA,NA,52119,0,NA,happy,NA,beauty,diamond
56517,1,18,19,female,High school or equivalent ,right-handed,beauty,NA,NA,octagon,NA,octagon,NA,NA,52119,0,NA,happy,NA,beauty,octagon
56617,1,18,19,female,High school or equivalent ,right-handed,beauty,NA,NA,triangle,NA,triangle,NA,NA,52119,0,NA,happy,NA,beauty,triangle
56717,1,18,19,female,High school or equivalent ,right-handed,beauty,NA,NA,kite,NA,kite,NA,NA,52119,0,NA,happy,NA,beauty,kite
56817,1,18,19,female,High school or equivalent ,right-handed,beauty,NA,NA,rhomboid,NA,rhomboid,NA,NA,52119,0,NA,happy,NA,beauty,rhomboid
56917,1,18,19,female,High school or equivalent ,right-handed,NA,NA,NA,NA,NA,NA,NA,NA,12561,0,NA,alone,NA,NA,NA
57017,1,18,19,female,High school or equivalent ,right-handed,NA,NA,NA,NA,NA,NA,NA,NA,12561,0,NA,No,NA,NA,NA
57120,1,18,19,female,High school or equivalent ,right-handed,NA,NA,NA,NA,NA,NA,NA,NA,12561,0,NA,"Yes, completely",NA,NA,NA
57218,1,18,19,female,High school or equivalent ,right-handed,NA,NA,NA,blank,NA,NA,NA,NA,3991,NA,NA,1,NA,NA,NA
4600,17,19,21,female,Bachelor degree,right-handed,consent,NA,NA,NA,NA,NA,NA,NA,37525,0,NA,Yes,NA,consent,NA
5500,17,19,21,female,Bachelor degree,right-handed,consent,NA,NA,NA,NA,NA,NA,NA,37525,0,NA,Yes,NA,consent,NA
6102,17,19,21,female,Bachelor degree,right-handed,consent,NA,NA,NA,NA,NA,NA,NA,37525,0,NA,Yes,NA,consent,NA
7102,17,19,21,female,Bachelor degree,right-handed,consent,NA,NA,NA,NA,NA,NA,NA,37525,0,NA,Yes,NA,consent,NA
8102,17,19,21,female,Bachelor degree,right-handed,consent,NA,NA,NA,NA,NA,NA,NA,37525,0,NA,Yes,NA,consent,NA
9102,17,19,21,female,Bachelor degree,right-handed,consent,NA,NA,NA,NA,NA,NA,NA,37525,0,NA,Yes,NA,consent,NA
10102,17,19,21,female,Bachelor degree,right-handed,consent,NA,NA,NA,NA,NA,NA,NA,37525,0,NA,Yes,NA,consent,NA
11102,17,19,21,female,Bachelor degree,right-handed,consent,NA,NA,NA,NA,NA,NA,NA,37525,0,NA,Yes,NA,consent,NA
12102,17,19,21,female,Bachelor degree,right-handed,consent,NA,NA,NA,NA,NA,NA,NA,37525,0,NA,Yes,NA,consent,NA
13102,17,19,21,female,Bachelor degree,right-handed,NA,NA,NA,NA,NA,NA,NA,NA,44196,NA,NA,y,NA,NA,NA
14102,17,19,21,female,Bachelor degree,right-handed,friend,NA,NA,NA,NA,NA,NA,NA,136955,0,name,Ananya,NA,friend,NA
15102,17,19,21,female,Bachelor degree,right-handed,friend,NA,NA,NA,NA,NA,NA,NA,136955,0,Known,8,NA,friend,NA
16102,17,19,21,female,Bachelor degree,right-handed,friend,NA,NA,NA,NA,NA,NA,NA,136955,0,familiar,7,NA,friend,NA
17102,17,19,21,female,Bachelor degree,right-handed,friend,NA,NA,NA,NA,NA,NA,NA,136955,0,meet_num,neutral,NA,friend,NA
18102,17,19,21,female,Bachelor degree,right-handed,friend,NA,NA,NA,NA,NA,NA,NA,136955,0,meet_word,Monthly,NA,friend,NA
19102,17,19,21,female,Bachelor degree,right-handed,friend,NA,NA,NA,NA,NA,NA,NA,136955,0,Other,NA,NA,friend,NA
20102,17,19,21,female,Bachelor degree,right-handed,friend,NA,NA,NA,NA,NA,NA,NA,136955,0,Self_Friend,.; .,NA,friend,NA
21102,17,19,21,female,Bachelor degree,right-handed,friend,NA,NA,NA,NA,NA,NA,NA,136955,0,Friend_Self,.; .,NA,friend,NA
22102,17,19,21,female,Bachelor degree,right-handed,NA,NA,center,trapeze,NA,NA,NA,NA,1529,NA,NA,1,NA,NA,NA
23102,17,19,21,female,Bachelor degree,right-handed,NA,NA,center,pentagon,NA,NA,NA,NA,1747,NA,NA,1,NA,NA,NA
24102,17,19,21,female,Bachelor degree,right-handed,NA,NA,center,kite,NA,NA,NA,NA,1432,NA,NA,1,NA,NA,NA
25102,17,19,21,female,Bachelor degree,right-handed,NA,NA,center,square,NA,NA,NA,NA,945,NA,NA,1,NA,NA,NA
26102,17,19,21,female,Bachelor degree,right-handed,PMT1,1,0 -250; 0 250,square,label_happy,neutral,lbl_happy,n,1267,1,NA,m,mismatch,PMT1,neutral
27102,17,19,21,female,Bachelor degree,right-handed,PMT1,1,0 -250; 0 250,square,label_neutral,neutral,lbl_neutral,n,1647,1,NA,n,match,PMT1,neutral
28102,17,19,21,female,Bachelor degree,right-handed,PMT1,1,0 -250; 0 250,kite,label_friend,you,lbl_friend,n,1040,1,NA,m,mismatch,PMT1,you
29102,17,19,21,female,Bachelor degree,right-handed,PMT1,1,0 -250; 0 250,pentagon,label_you,friend,lbl_you,n,1065,0,NA,n,mismatch,PMT1,friend
30102,17,19,21,female,Bachelor degree,right-handed,PMT1,1,0 -250; 0 250,kite,label_friend,you,lbl_friend,n,1092,1,NA,m,mismatch,PMT1,you
31102,17,19,21,female,Bachelor degree,right-handed,PMT1,1,0 -250; 0 250,pentagon,label_you,friend,lbl_you,n,1077,1,NA,m,mismatch,PMT1,friend
32102,17,19,21,female,Bachelor degree,right-handed,PMT1,1,0 -250; 0 250,kite,label_you,you,lbl_you,n,770,1,NA,n,match,PMT1,you
33102,17,19,21,female,Bachelor degree,right-handed,PMT1,1,0 -250; 0 250,pentagon,label_friend,friend,lbl_friend,n,487,0,NA,m,match,PMT1,friend
34102,17,19,21,female,Bachelor degree,right-handed,PMT1,1,0 -250; 0 250,trapeze,label_happy,happy,lbl_happy,n,1204,1,NA,n,match,PMT1,happy
35102,17,19,21,female,Bachelor degree,right-handed,PMT1,1,0 -250; 0 250,square,label_happy,neutral,lbl_happy,n,951,1,NA,m,mismatch,PMT1,neutral
36102,17,19,21,female,Bachelor degree,right-handed,PMT1,1,0 -250; 0 250,kite,label_you,you,lbl_you,n,1102,1,NA,n,match,PMT1,you
37102,17,19,21,female,Bachelor degree,right-handed,PMT1,1,0 -250; 0 250,trapeze,label_neutral,happy,lbl_neutral,n,1169,1,NA,m,mismatch,PMT1,happy
38102,17,19,21,female,Bachelor degree,right-handed,PMT1,1,0 -250; 0 250,trapeze,label_happy,happy,lbl_happy,n,1291,0,NA,m,match,PMT1,happy
39102,17,19,21,female,Bachelor degree,right-handed,PMT1,1,0 -250; 0 250,square,label_neutral,neutral,lbl_neutral,n,1341,1,NA,n,match,PMT1,neutral
40102,17,19,21,female,Bachelor degree,right-handed,PMT1,1,0 -250; 0 250,trapeze,label_neutral,happy,lbl_neutral,n,1071,1,NA,m,mismatch,PMT1,happy
41106,17,19,21,female,Bachelor degree,right-handed,PMT1,1,0 -250; 0 250,pentagon,label_friend,friend,lbl_friend,n,864,1,NA,n,match,PMT1,friend
42103,17,19,21,female,Bachelor degree,right-handed,PMT1,2,0 -250; 0 250,kite,label_you,you,lbl_you,n,1046,1,NA,n,match,PMT1,you
43102,17,19,21,female,Bachelor degree,right-handed,PMT1,2,0 -250; 0 250,square,label_neutral,neutral,lbl_neutral,n,744,0,NA,m,match,PMT1,neutral
44102,17,19,21,female,Bachelor degree,right-handed,PMT1,2,0 -250; 0 250,pentagon,label_you,friend,lbl_you,n,1196,1,NA,m,mismatch,PMT1,friend
45102,17,19,21,female,Bachelor degree,right-handed,PMT1,2,0 -250; 0 250,trapeze,label_happy,happy,lbl_happy,n,990,1,NA,n,match,PMT1,happy
46102,17,19,21,female,Bachelor degree,right-handed,PMT1,2,0 -250; 0 250,trapeze,label_neutral,happy,lbl_neutral,n,902,1,NA,m,mismatch,PMT1,happy
47102,17,19,21,female,Bachelor degree,right-handed,PMT1,2,0 -250; 0 250,square,label_happy,neutral,lbl_happy,n,1088,1,NA,m,mismatch,PMT1,neutral
48102,17,19,21,female,Bachelor degree,right-handed,PMT1,2,0 -250; 0 250,kite,label_friend,you,lbl_friend,n,1059,1,NA,m,mismatch,PMT1,you
49102,17,19,21,female,Bachelor degree,right-handed,PMT1,2,0 -250; 0 250,square,label_neutral,neutral,lbl_neutral,n,1303,1,NA,n,match,PMT1,neutral
50102,17,19,21,female,Bachelor degree,right-handed,PMT1,2,0 -250; 0 250,kite,label_you,you,lbl_you,n,880,1,NA,n,match,PMT1,you
51105,17,19,21,female,Bachelor degree,right-handed,PMT1,2,0 -250; 0 250,trapeze,label_neutral,happy,lbl_neutral,n,1000,1,NA,m,mismatch,PMT1,happy
52103,17,19,21,female,Bachelor degree,right-handed,PMT1,2,0 -250; 0 250,kite,label_friend,you,lbl_friend,n,888,0,NA,n,mismatch,PMT1,you
53102,17,19,21,female,Bachelor degree,right-handed,PMT1,2,0 -250; 0 250,square,label_happy,neutral,lbl_happy,n,1258,1,NA,m,mismatch,PMT1,neutral
54102,17,19,21,female,Bachelor degree,right-handed,PMT1,2,0 -250; 0 250,trapeze,label_happy,happy,lbl_happy,n,959,1,NA,n,match,PMT1,happy
55102,17,19,21,female,Bachelor degree,right-handed,PMT1,2,0 -250; 0 250,pentagon,label_friend,friend,lbl_friend,n,975,0,NA,m,match,PMT1,friend
56102,17,19,21,female,Bachelor degree,right-handed,PMT1,2,0 -250; 0 250,pentagon,label_friend,friend,lbl_friend,n,1228,1,NA,n,match,PMT1,friend
5738,17,19,21,female,Bachelor degree,right-handed,PMT1,2,0 -250; 0 250,pentagon,label_you,friend,lbl_you,n,899,1,NA,m,mismatch,PMT1,friend
5820,17,19,21,female,Bachelor degree,right-handed,PMT1,3,0 -250; 0 250,kite,label_you,you,lbl_you,n,678,1,NA,n,match,PMT1,you
5919,17,19,21,female,Bachelor degree,right-handed,PMT1,3,0 -250; 0 250,pentagon,label_you,friend,lbl_you,n,889,1,NA,m,mismatch,PMT1,friend
6018,17,19,21,female,Bachelor degree,right-handed,PMT1,3,0 -250; 0 250,square,label_happy,neutral,lbl_happy,n,1283,1,NA,m,mismatch,PMT1,neutral
6122,17,19,21,female,Bachelor degree,right-handed,PMT1,3,0 -250; 0 250,kite,label_friend,you,lbl_friend,n,1093,1,NA,m,mismatch,PMT1,you
6220,17,19,21,female,Bachelor degree,right-handed,PMT1,3,0 -250; 0 250,trapeze,label_happy,happy,lbl_happy,n,1049,1,NA,n,match,PMT1,happy
6318,17,19,21,female,Bachelor degree,right-handed,PMT1,3,0 -250; 0 250,trapeze,label_happy,happy,lbl_happy,n,739,1,NA,n,match,PMT1,happy
6418,17,19,21,female,Bachelor degree,right-handed,PMT1,3,0 -250; 0 250,square,label_neutral,neutral,lbl_neutral,n,874,0,NA,m,match,PMT1,neutral
6518,17,19,21,female,Bachelor degree,right-handed,PMT1,3,0 -250; 0 250,trapeze,label_neutral,happy,lbl_neutral,n,1366,1,NA,m,mismatch,PMT1,happy
6618,17,19,21,female,Bachelor degree,right-handed,PMT1,3,0 -250; 0 250,pentagon,label_friend,friend,lbl_friend,n,1025,0,NA,m,match,PMT1,friend
6718,17,19,21,female,Bachelor degree,right-handed,PMT1,3,0 -250; 0 250,square,label_neutral,neutral,lbl_neutral,n,1342,1,NA,n,match,PMT1,neutral
6818,17,19,21,female,Bachelor degree,right-handed,PMT1,3,0 -250; 0 250,kite,label_you,you,lbl_you,n,1207,1,NA,n,match,PMT1,you
6918,17,19,21,female,Bachelor degree,right-handed,PMT1,3,0 -250; 0 250,square,label_happy,neutral,lbl_happy,n,1265,1,NA,m,mismatch,PMT1,neutral
7018,17,19,21,female,Bachelor degree,right-handed,PMT1,3,0 -250; 0 250,kite,label_friend,you,lbl_friend,n,1274,1,NA,m,mismatch,PMT1,you
7122,17,19,21,female,Bachelor degree,right-handed,PMT1,3,0 -250; 0 250,pentagon,label_you,friend,lbl_you,n,1295,1,NA,m,mismatch,PMT1,friend
7220,17,19,21,female,Bachelor degree,right-handed,PMT1,3,0 -250; 0 250,trapeze,label_neutral,happy,lbl_neutral,n,1114,1,NA,m,mismatch,PMT1,happy
7318,17,19,21,female,Bachelor degree,right-handed,PMT1,3,0 -250; 0 250,pentagon,label_friend,friend,lbl_friend,n,1160,1,NA,n,match,PMT1,friend
7418,17,19,21,female,Bachelor degree,right-handed,NA,NA,0 50,kite,trapeze,NA,NA,NA,1871,NA,NA,1,NA,NA,NA
7518,17,19,21,female,Bachelor degree,right-handed,NA,NA,0 50,pentagon,square,NA,NA,NA,2884,NA,NA,1,NA,NA,NA
7618,17,19,21,female,Bachelor degree,right-handed,RG1_YH,1,400,pentagon,NA,friend,NA,Yhappy_G,766,0,NA,g,single,RG_congruent,friend
7718,17,19,21,female,Bachelor degree,right-handed,RG1_YH,1,-400,kite,NA,you,NA,Yhappy_G,561,1,NA,g,single,RG_congruent,you
7818,17,19,21,female,Bachelor degree,right-handed,RG1_YH,1,400,trapeze,NA,happy,NA,Yhappy_G,449,0,NA,h,single,RG_congruent,happy
7918,17,19,21,female,Bachelor degree,right-handed,RG1_YH,1,-400,trapeze,NA,happy,NA,Yhappy_G,548,1,NA,g,single,RG_congruent,happy
8018,17,19,21,female,Bachelor degree,right-handed,RG1_YH,1,400,pentagon,NA,friend,NA,Yhappy_G,770,1,NA,h,single,RG_congruent,friend
8122,17,19,21,female,Bachelor degree,right-handed,RG1_YH,1,400; -400,kite,trapeze,youhappy,NA,Yhappy_G,515,1,NA,g,pair,RG_congruent,youhappy
8220,17,19,21,female,Bachelor degree,right-handed,RG1_YH,1,-400,square,NA,neutral,NA,Yhappy_G,612,1,NA,h,single,RG_congruent,neutral
8318,17,19,21,female,Bachelor degree,right-handed,RG1_YH,1,400,pentagon,NA,friend,NA,Yhappy_G,808,1,NA,h,single,RG_congruent,friend
8418,17,19,21,female,Bachelor degree,right-handed,RG1_YH,1,400,pentagon,NA,friend,NA,Yhappy_G,535,1,NA,h,single,RG_congruent,friend
8518,17,19,21,female,Bachelor degree,right-handed,RG1_YH,1,-400,square,NA,neutral,NA,Yhappy_G,522,0,NA,g,single,RG_congruent,neutral
8618,17,19,21,female,Bachelor degree,right-handed,RG1_YH,1,400; -400,kite,trapeze,youhappy,NA,Yhappy_G,859,1,NA,g,pair,RG_congruent,youhappy
8718,17,19,21,female,Bachelor degree,right-handed,RG1_YH,1,400; -400,pentagon,square,friendneutral,NA,Yhappy_G,705,1,NA,h,pair,RG_congruent,friendneutral
8818,17,19,21,female,Bachelor degree,right-handed,RG1_YH,1,-400,kite,NA,you,NA,Yhappy_G,536,1,NA,g,single,RG_congruent,you
8918,17,19,21,female,Bachelor degree,right-handed,RG1_YH,1,400; -400,square,pentagon,neutralfriend,NA,Yhappy_G,430,1,NA,h,pair,RG_congruent,neutralfriend
9018,17,19,21,female,Bachelor degree,right-handed,RG1_YH,1,-400,trapeze,NA,happy,NA,Yhappy_G,379,1,NA,g,single,RG_congruent,happy
9122,17,19,21,female,Bachelor degree,right-handed,RG1_YH,1,400; -400,pentagon,square,friendneutral,NA,Yhappy_G,716,1,NA,h,pair,RG_congruent,friendneutral
9220,17,19,21,female,Bachelor degree,right-handed,RG1_YH,1,-400,square,NA,neutral,NA,Yhappy_G,833,0,NA,g,single,RG_congruent,neutral
9318,17,19,21,female,Bachelor degree,right-handed,RG1_YH,1,-400,kite,NA,you,NA,Yhappy_G,564,1,NA,g,single,RG_congruent,you
9418,17,19,21,female,Bachelor degree,right-handed,RG1_YH,1,-400,pentagon,NA,friend,NA,Yhappy_G,618,1,NA,h,single,RG_congruent,friend
9518,17,19,21,female,Bachelor degree,right-handed,RG1_YH,1,-400,pentagon,NA,friend,NA,Yhappy_G,652,1,NA,h,single,RG_congruent,friend
9618,17,19,21,female,Bachelor degree,right-handed,RG1_YH,1,400; -400,trapeze,kite,happyyou,NA,Yhappy_G,603,1,NA,g,pair,RG_congruent,happyyou
9718,17,19,21,female,Bachelor degree,right-handed,RG1_YH,1,400; -400,trapeze,kite,happyyou,NA,Yhappy_G,454,1,NA,g,pair,RG_congruent,happyyou
9818,17,19,21,female,Bachelor degree,right-handed,RG1_YH,1,-400,trapeze,NA,happy,NA,Yhappy_G,647,1,NA,g,single,RG_congruent,happy
9918,17,19,21,female,Bachelor degree,right-handed,RG1_YH,1,400; -400,square,pentagon,neutralfriend,NA,Yhappy_G,631,1,NA,h,pair,RG_congruent,neutralfriend
10018,17,19,21,female,Bachelor degree,right-handed,RG1_YH,1,400,square,NA,neutral,NA,Yhappy_G,579,1,NA,h,single,RG_congruent,neutral
10122,17,19,21,female,Bachelor degree,right-handed,RG1_YH,1,-400,square,NA,neutral,NA,Yhappy_G,588,1,NA,h,single,RG_congruent,neutral
10220,17,19,21,female,Bachelor degree,right-handed,RG1_YH,1,400; -400,pentagon,square,friendneutral,NA,Yhappy_G,618,1,NA,h,pair,RG_congruent,friendneutral
10318,17,19,21,female,Bachelor degree,right-handed,RG1_YH,1,400,kite,NA,you,NA,Yhappy_G,1007,0,NA,h,single,RG_congruent,you
10418,17,19,21,female,Bachelor degree,right-handed,RG1_YH,1,400; -400,trapeze,kite,happyyou,NA,Yhappy_G,480,1,NA,g,pair,RG_congruent,happyyou
10518,17,19,21,female,Bachelor degree,right-handed,RG1_YH,1,400; -400,pentagon,square,friendneutral,NA,Yhappy_G,755,1,NA,h,pair,RG_congruent,friendneutral
10618,17,19,21,female,Bachelor degree,right-handed,RG1_YH,1,400,trapeze,NA,happy,NA,Yhappy_G,796,1,NA,g,single,RG_congruent,happy
10718,17,19,21,female,Bachelor degree,right-handed,RG1_YH,1,-400,pentagon,NA,friend,NA,Yhappy_G,706,1,NA,h,single,RG_congruent,friend
10818,17,19,21,female,Bachelor degree,right-handed,RG1_YH,1,400; -400,trapeze,kite,happyyou,NA,Yhappy_G,485,1,NA,g,pair,RG_congruent,happyyou
10918,17,19,21,female,Bachelor degree,right-handed,RG1_YH,1,400; -400,kite,trapeze,youhappy,NA,Yhappy_G,811,1,NA,g,pair,RG_congruent,youhappy
11018,17,19,21,female,Bachelor degree,right-handed,RG1_YH,1,-400,trapeze,NA,happy,NA,Yhappy_G,623,1,NA,g,single,RG_congruent,happy
11122,17,19,21,female,Bachelor degree,right-handed,RG1_YH,1,400,trapeze,NA,happy,NA,Yhappy_G,1103,0,NA,h,single,RG_congruent,happy
11220,17,19,21,female,Bachelor degree,right-handed,RG1_YH,1,400,square,NA,neutral,NA,Yhappy_G,709,1,NA,h,single,RG_congruent,neutral
11318,17,19,21,female,Bachelor degree,right-handed,RG1_YH,1,-400,pentagon,NA,friend,NA,Yhappy_G,1222,1,NA,h,single,RG_congruent,friend
11418,17,19,21,female,Bachelor degree,right-handed,RG1_YH,1,400; -400,pentagon,square,friendneutral,NA,Yhappy_G,675,1,NA,h,pair,RG_congruent,friendneutral
11518,17,19,21,female,Bachelor degree,right-handed,RG1_YH,1,400,square,NA,neutral,NA,Yhappy_G,701,1,NA,h,single,RG_congruent,neutral
11618,17,19,21,female,Bachelor degree,right-handed,RG1_YH,1,-400,kite,NA,you,NA,Yhappy_G,535,1,NA,g,single,RG_congruent,you
11718,17,19,21,female,Bachelor degree,right-handed,RG1_YH,1,400,trapeze,NA,happy,NA,Yhappy_G,791,1,NA,g,single,RG_congruent,happy
11818,17,19,21,female,Bachelor degree,right-handed,RG1_YH,1,-400,pentagon,NA,friend,NA,Yhappy_G,839,1,NA,h,single,RG_congruent,friend
11918,17,19,21,female,Bachelor degree,right-handed,RG1_YH,1,400,kite,NA,you,NA,Yhappy_G,773,1,NA,g,single,RG_congruent,you
12018,17,19,21,female,Bachelor degree,right-handed,RG1_YH,1,400; -400,square,pentagon,neutralfriend,NA,Yhappy_G,688,1,NA,h,pair,RG_congruent,neutralfriend
12122,17,19,21,female,Bachelor degree,right-handed,RG1_YH,1,-400,square,NA,neutral,NA,Yhappy_G,494,0,NA,g,single,RG_congruent,neutral
12220,17,19,21,female,Bachelor degree,right-handed,RG1_YH,1,400,square,NA,neutral,NA,Yhappy_G,742,1,NA,h,single,RG_congruent,neutral
12318,17,19,21,female,Bachelor degree,right-handed,RG1_YH,1,400; -400,kite,trapeze,youhappy,NA,Yhappy_G,813,1,NA,g,pair,RG_congruent,youhappy
12418,17,19,21,female,Bachelor degree,right-handed,RG1_YH,1,400,kite,NA,you,NA,Yhappy_G,936,1,NA,g,single,RG_congruent,you
12518,17,19,21,female,Bachelor degree,right-handed,RG1_YH,1,400,square,NA,neutral,NA,Yhappy_G,854,1,NA,h,single,RG_congruent,neutral
12618,17,19,21,female,Bachelor degree,right-handed,RG1_YH,1,400,trapeze,NA,happy,NA,Yhappy_G,847,1,NA,g,single,RG_congruent,happy
12718,17,19,21,female,Bachelor degree,right-handed,RG1_YH,1,400,kite,NA,you,NA,Yhappy_G,1651,0,NA,timeout,single,RG_congruent,you
12818,17,19,21,female,Bachelor degree,right-handed,RG1_YH,1,400; -400,square,pentagon,neutralfriend,NA,Yhappy_G,769,1,NA,h,pair,RG_congruent,neutralfriend
12918,17,19,21,female,Bachelor degree,right-handed,RG1_YH,1,400,pentagon,NA,friend,NA,Yhappy_G,725,1,NA,h,single,RG_congruent,friend
13018,17,19,21,female,Bachelor degree,right-handed,RG1_YH,1,-400,trapeze,NA,happy,NA,Yhappy_G,504,1,NA,g,single,RG_congruent,happy
13122,17,19,21,female,Bachelor degree,right-handed,RG1_YH,1,400; -400,square,pentagon,neutralfriend,NA,Yhappy_G,540,1,NA,h,pair,RG_congruent,neutralfriend
13220,17,19,21,female,Bachelor degree,right-handed,RG1_YH,1,-400,kite,NA,you,NA,Yhappy_G,483,1,NA,g,single,RG_congruent,you
13318,17,19,21,female,Bachelor degree,right-handed,RG1_YH,1,400; -400,trapeze,kite,happyyou,NA,Yhappy_G,889,1,NA,g,pair,RG_congruent,happyyou
13418,17,19,21,female,Bachelor degree,right-handed,RG1_YH,1,400; -400,kite,trapeze,youhappy,NA,Yhappy_G,678,1,NA,g,pair,RG_congruent,youhappy
13518,17,19,21,female,Bachelor degree,right-handed,RG1_YH,1,400,kite,NA,you,NA,Yhappy_G,1114,0,NA,h,single,RG_congruent,you
13618,17,19,21,female,Bachelor degree,right-handed,RG1_YH,2,400; -400,kite,trapeze,youhappy,NA,Yhappy_G,950,1,NA,g,pair,RG_congruent,youhappy
13718,17,19,21,female,Bachelor degree,right-handed,RG1_YH,2,-400,square,NA,neutral,NA,Yhappy_G,669,1,NA,h,single,RG_congruent,neutral
13818,17,19,21,female,Bachelor degree,right-handed,RG1_YH,2,400; -400,pentagon,square,friendneutral,NA,Yhappy_G,576,1,NA,h,pair,RG_congruent,friendneutral
13918,17,19,21,female,Bachelor degree,right-handed,RG1_YH,2,-400,trapeze,NA,happy,NA,Yhappy_G,428,1,NA,g,single,RG_congruent,happy
14018,17,19,21,female,Bachelor degree,right-handed,RG1_YH,2,-400,pentagon,NA,friend,NA,Yhappy_G,644,0,NA,g,single,RG_congruent,friend
14122,17,19,21,female,Bachelor degree,right-handed,RG1_YH,2,-400,square,NA,neutral,NA,Yhappy_G,758,1,NA,h,single,RG_congruent,neutral
14220,17,19,21,female,Bachelor degree,right-handed,RG1_YH,2,400,trapeze,NA,happy,NA,Yhappy_G,866,0,NA,h,single,RG_congruent,happy
14318,17,19,21,female,Bachelor degree,right-handed,RG1_YH,2,400; -400,square,pentagon,neutralfriend,NA,Yhappy_G,691,0,NA,g,pair,RG_congruent,neutralfriend
14418,17,19,21,female,Bachelor degree,right-handed,RG1_YH,2,400,pentagon,NA,friend,NA,Yhappy_G,986,1,NA,h,single,RG_congruent,friend
14518,17,19,21,female,Bachelor degree,right-handed,RG1_YH,2,400,square,NA,neutral,NA,Yhappy_G,696,1,NA,h,single,RG_congruent,neutral
14618,17,19,21,female,Bachelor degree,right-handed,RG1_YH,2,400,square,NA,neutral,NA,Yhappy_G,714,1,NA,h,single,RG_congruent,neutral
14718,17,19,21,female,Bachelor degree,right-handed,RG1_YH,2,400,square,NA,neutral,NA,Yhappy_G,567,1,NA,h,single,RG_congruent,neutral
14818,17,19,21,female,Bachelor degree,right-handed,RG1_YH,2,400,kite,NA,you,NA,Yhappy_G,656,1,NA,g,single,RG_congruent,you
14918,17,19,21,female,Bachelor degree,right-handed,RG1_YH,2,-400,square,NA,neutral,NA,Yhappy_G,823,1,NA,h,single,RG_congruent,neutral
15018,17,19,21,female,Bachelor degree,right-handed,RG1_YH,2,400,pentagon,NA,friend,NA,Yhappy_G,579,1,NA,h,single,RG_congruent,friend
15122,17,19,21,female,Bachelor degree,right-handed,RG1_YH,2,400,kite,NA,you,NA,Yhappy_G,710,1,NA,g,single,RG_congruent,you
15220,17,19,21,female,Bachelor degree,right-handed,RG1_YH,2,-400,kite,NA,you,NA,Yhappy_G,781,1,NA,g,single,RG_congruent,you
15318,17,19,21,female,Bachelor degree,right-handed,RG1_YH,2,-400,pentagon,NA,friend,NA,Yhappy_G,605,1,NA,h,single,RG_congruent,friend
15418,17,19,21,female,Bachelor degree,right-handed,RG1_YH,2,400,trapeze,NA,happy,NA,Yhappy_G,600,0,NA,h,single,RG_congruent,happy
15518,17,19,21,female,Bachelor degree,right-handed,RG1_YH,2,400; -400,trapeze,kite,happyyou,NA,Yhappy_G,627,1,NA,g,pair,RG_congruent,happyyou
15618,17,19,21,female,Bachelor degree,right-handed,RG1_YH,2,400,kite,NA,you,NA,Yhappy_G,872,1,NA,g,single,RG_congruent,you
15718,17,19,21,female,Bachelor degree,right-handed,RG1_YH,2,400,trapeze,NA,happy,NA,Yhappy_G,874,1,NA,g,single,RG_congruent,happy
15818,17,19,21,female,Bachelor degree,right-handed,RG1_YH,2,400,square,NA,neutral,NA,Yhappy_G,681,1,NA,h,single,RG_congruent,neutral
15918,17,19,21,female,Bachelor degree,right-handed,RG1_YH,2,400,kite,NA,you,NA,Yhappy_G,756,1,NA,g,single,RG_congruent,you
16018,17,19,21,female,Bachelor degree,right-handed,RG1_YH,2,-400,square,NA,neutral,NA,Yhappy_G,732,0,NA,g,single,RG_congruent,neutral
