,subjectGroup,subject,age,sex,education,handedness,TaskName,BlockNumber,stimPos,stim1,stim2,shape,word,MATCHkey,RT,correct,question,response,condition,TaskType,Association
4,4,1,19,female,College or Technical school,right-handed,consent,NA,NA,NA,NA,NA,NA,NA,21617,0,NA,Yes,NA,consent,NA
5,4,1,19,female,College or Technical school,right-handed,consent,NA,NA,NA,NA,NA,NA,NA,21617,0,NA,Yes,NA,consent,NA
6,4,1,19,female,College or Technical school,right-handed,consent,NA,NA,NA,NA,NA,NA,NA,21617,0,NA,Yes,NA,consent,NA
7,4,1,19,female,College or Technical school,right-handed,consent,NA,NA,NA,NA,NA,NA,NA,21617,0,NA,Yes,NA,consent,NA
8,4,1,19,female,College or Technical school,right-handed,consent,NA,NA,NA,NA,NA,NA,NA,21617,0,NA,Yes,NA,consent,NA
9,4,1,19,female,College or Technical school,right-handed,consent,NA,NA,NA,NA,NA,NA,NA,21617,0,NA,Yes,NA,consent,NA
10,4,1,19,female,College or Technical school,right-handed,consent,NA,NA,NA,NA,NA,NA,NA,21617,0,NA,Yes,NA,consent,NA
11,4,1,19,female,College or Technical school,right-handed,consent,NA,NA,NA,NA,NA,NA,NA,21617,0,NA,Yes,NA,consent,NA
12,4,1,19,female,College or Technical school,right-handed,consent,NA,NA,NA,NA,NA,NA,NA,21617,0,NA,Yes,NA,consent,NA
13,4,1,19,female,College or Technical school,right-handed,NA,NA,NA,NA,NA,NA,NA,NA,25778,NA,NA,y,NA,NA,NA
14,4,1,19,female,College or Technical school,right-handed,friend,NA,NA,NA,NA,NA,NA,NA,96384,0,name,Adam,NA,friend,NA
15,4,1,19,female,College or Technical school,right-handed,friend,NA,NA,NA,NA,NA,NA,NA,96384,0,Known,8,NA,friend,NA
16,4,1,19,female,College or Technical school,right-handed,friend,NA,NA,NA,NA,NA,NA,NA,96384,0,familiar,7,NA,friend,NA
17,4,1,19,female,College or Technical school,right-handed,friend,NA,NA,NA,NA,NA,NA,NA,96384,0,meet_num,na,NA,friend,NA
18,4,1,19,female,College or Technical school,right-handed,friend,NA,NA,NA,NA,NA,NA,NA,96384,0,meet_word,Other,NA,friend,NA
19,4,1,19,female,College or Technical school,right-handed,friend,NA,NA,NA,NA,NA,NA,NA,96384,0,Other,"He has recently passed away, prior to this we would meet up a 1-3 times a week.",NA,friend,NA
20,4,1,19,female,College or Technical school,right-handed,friend,NA,NA,NA,NA,NA,NA,NA,96384,0,Self_Friend,.; .,NA,friend,NA
21,4,1,19,female,College or Technical school,right-handed,friend,NA,NA,NA,NA,NA,NA,NA,96384,0,Friend_Self,.; .,NA,friend,NA
22,4,1,19,female,College or Technical school,right-handed,NA,NA,center,rhomboid,NA,NA,NA,NA,1700,NA,NA,1,NA,NA,NA
23,4,1,19,female,College or Technical school,right-handed,NA,NA,center,octagon,NA,NA,NA,NA,23553,NA,NA,1,NA,NA,NA
24,4,1,19,female,College or Technical school,right-handed,NA,NA,center,diamond,NA,NA,NA,NA,41865,NA,NA,1,NA,NA,NA
25,4,1,19,female,College or Technical school,right-handed,NA,NA,center,triangle,NA,NA,NA,NA,1664,NA,NA,1,NA,NA,NA
26,4,1,19,female,College or Technical school,right-handed,PMT1,1,0 -250; 0 250,octagon,label_happy,happy,lbl_happy,c,914,1,NA,c,match,PMT1,happy
27,4,1,19,female,College or Technical school,right-handed,PMT1,1,0 -250; 0 250,rhomboid,label_friend,friend,lbl_friend,c,697,1,NA,c,match,PMT1,friend
28,4,1,19,female,College or Technical school,right-handed,PMT1,1,0 -250; 0 250,diamond,label_happy,neutral,lbl_happy,c,630,1,NA,x,mismatch,PMT1,neutral
29,4,1,19,female,College or Technical school,right-handed,PMT1,1,0 -250; 0 250,rhomboid,label_you,friend,lbl_you,c,714,1,NA,x,mismatch,PMT1,friend
30,4,1,19,female,College or Technical school,right-handed,PMT1,1,0 -250; 0 250,diamond,label_neutral,neutral,lbl_neutral,c,680,1,NA,c,match,PMT1,neutral
31,4,1,19,female,College or Technical school,right-handed,PMT1,1,0 -250; 0 250,triangle,label_friend,you,lbl_friend,c,584,1,NA,x,mismatch,PMT1,you
32,4,1,19,female,College or Technical school,right-handed,PMT1,1,0 -250; 0 250,rhomboid,label_you,friend,lbl_you,c,574,1,NA,x,mismatch,PMT1,friend
33,4,1,19,female,College or Technical school,right-handed,PMT1,1,0 -250; 0 250,triangle,label_you,you,lbl_you,c,661,0,NA,x,match,PMT1,you
34,4,1,19,female,College or Technical school,right-handed,PMT1,1,0 -250; 0 250,octagon,label_happy,happy,lbl_happy,c,548,1,NA,c,match,PMT1,happy
35,4,1,19,female,College or Technical school,right-handed,PMT1,1,0 -250; 0 250,diamond,label_happy,neutral,lbl_happy,c,631,0,NA,c,mismatch,PMT1,neutral
36,4,1,19,female,College or Technical school,right-handed,PMT1,1,0 -250; 0 250,triangle,label_friend,you,lbl_friend,c,665,1,NA,x,mismatch,PMT1,you
37,4,1,19,female,College or Technical school,right-handed,PMT1,1,0 -250; 0 250,octagon,label_neutral,happy,lbl_neutral,c,1095,1,NA,x,mismatch,PMT1,happy
38,4,1,19,female,College or Technical school,right-handed,PMT1,1,0 -250; 0 250,diamond,label_neutral,neutral,lbl_neutral,c,1111,1,NA,c,match,PMT1,neutral
39,4,1,19,female,College or Technical school,right-handed,PMT1,1,0 -250; 0 250,rhomboid,label_friend,friend,lbl_friend,c,699,1,NA,c,match,PMT1,friend
40,4,1,19,female,College or Technical school,right-handed,PMT1,1,0 -250; 0 250,triangle,label_you,you,lbl_you,c,502,1,NA,c,match,PMT1,you
41,4,1,19,female,College or Technical school,right-handed,PMT1,1,0 -250; 0 250,octagon,label_neutral,happy,lbl_neutral,c,1078,1,NA,x,mismatch,PMT1,happy
42,4,1,19,female,College or Technical school,right-handed,PMT1,2,0 -250; 0 250,octagon,label_neutral,happy,lbl_neutral,c,875,1,NA,x,mismatch,PMT1,happy
43,4,1,19,female,College or Technical school,right-handed,PMT1,2,0 -250; 0 250,triangle,label_friend,you,lbl_friend,c,646,1,NA,x,mismatch,PMT1,you
44,4,1,19,female,College or Technical school,right-handed,PMT1,2,0 -250; 0 250,triangle,label_you,you,lbl_you,c,599,0,NA,x,match,PMT1,you
45,4,1,19,female,College or Technical school,right-handed,PMT1,2,0 -250; 0 250,rhomboid,label_you,friend,lbl_you,c,595,1,NA,x,mismatch,PMT1,friend
46,4,1,19,female,College or Technical school,right-handed,PMT1,2,0 -250; 0 250,octagon,label_neutral,happy,lbl_neutral,c,848,1,NA,x,mismatch,PMT1,happy
47,4,1,19,female,College or Technical school,right-handed,PMT1,2,0 -250; 0 250,diamond,label_happy,neutral,lbl_happy,c,895,0,NA,c,mismatch,PMT1,neutral
48,4,1,19,female,College or Technical school,right-handed,PMT1,2,0 -250; 0 250,octagon,label_happy,happy,lbl_happy,c,629,1,NA,c,match,PMT1,happy
49,4,1,19,female,College or Technical school,right-handed,PMT1,2,0 -250; 0 250,octagon,label_happy,happy,lbl_happy,c,780,1,NA,c,match,PMT1,happy
50,4,1,19,female,College or Technical school,right-handed,PMT1,2,0 -250; 0 250,triangle,label_you,you,lbl_you,c,749,1,NA,c,match,PMT1,you
51,4,1,19,female,College or Technical school,right-handed,PMT1,2,0 -250; 0 250,rhomboid,label_friend,friend,lbl_friend,c,527,1,NA,c,match,PMT1,friend
52,4,1,19,female,College or Technical school,right-handed,PMT1,2,0 -250; 0 250,rhomboid,label_you,friend,lbl_you,c,658,1,NA,x,mismatch,PMT1,friend
53,4,1,19,female,College or Technical school,right-handed,PMT1,2,0 -250; 0 250,triangle,label_friend,you,lbl_friend,c,750,1,NA,x,mismatch,PMT1,you
54,4,1,19,female,College or Technical school,right-handed,PMT1,2,0 -250; 0 250,diamond,label_happy,neutral,lbl_happy,c,1206,0,NA,c,mismatch,PMT1,neutral
55,4,1,19,female,College or Technical school,right-handed,PMT1,2,0 -250; 0 250,rhomboid,label_friend,friend,lbl_friend,c,573,1,NA,c,match,PMT1,friend
56,4,1,19,female,College or Technical school,right-handed,PMT1,2,0 -250; 0 250,diamond,label_neutral,neutral,lbl_neutral,c,793,1,NA,c,match,PMT1,neutral
57,4,1,19,female,College or Technical school,right-handed,PMT1,2,0 -250; 0 250,diamond,label_neutral,neutral,lbl_neutral,c,723,1,NA,c,match,PMT1,neutral
58,4,1,19,female,College or Technical school,right-handed,PMT1,3,0 -250; 0 250,rhomboid,label_you,friend,lbl_you,c,631,1,NA,x,mismatch,PMT1,friend
59,4,1,19,female,College or Technical school,right-handed,PMT1,3,0 -250; 0 250,triangle,label_friend,you,lbl_friend,c,656,1,NA,x,mismatch,PMT1,you
60,4,1,19,female,College or Technical school,right-handed,PMT1,3,0 -250; 0 250,diamond,label_neutral,neutral,lbl_neutral,c,618,1,NA,c,match,PMT1,neutral
61,4,1,19,female,College or Technical school,right-handed,PMT1,3,0 -250; 0 250,diamond,label_happy,neutral,lbl_happy,c,853,1,NA,x,mismatch,PMT1,neutral
62,4,1,19,female,College or Technical school,right-handed,PMT1,3,0 -250; 0 250,triangle,label_friend,you,lbl_friend,c,661,1,NA,x,mismatch,PMT1,you
63,4,1,19,female,College or Technical school,right-handed,PMT1,3,0 -250; 0 250,diamond,label_neutral,neutral,lbl_neutral,c,1370,1,NA,c,match,PMT1,neutral
64,4,1,19,female,College or Technical school,right-handed,PMT1,3,0 -250; 0 250,octagon,label_neutral,happy,lbl_neutral,c,776,1,NA,x,mismatch,PMT1,happy
65,4,1,19,female,College or Technical school,right-handed,PMT1,3,0 -250; 0 250,diamond,label_happy,neutral,lbl_happy,c,746,1,NA,x,mismatch,PMT1,neutral
66,4,1,19,female,College or Technical school,right-handed,PMT1,3,0 -250; 0 250,triangle,label_you,you,lbl_you,c,962,1,NA,c,match,PMT1,you
67,4,1,19,female,College or Technical school,right-handed,PMT1,3,0 -250; 0 250,triangle,label_you,you,lbl_you,c,466,1,NA,c,match,PMT1,you
68,4,1,19,female,College or Technical school,right-handed,PMT1,3,0 -250; 0 250,rhomboid,label_friend,friend,lbl_friend,c,546,1,NA,c,match,PMT1,friend
69,4,1,19,female,College or Technical school,right-handed,PMT1,3,0 -250; 0 250,octagon,label_happy,happy,lbl_happy,c,690,1,NA,c,match,PMT1,happy
70,4,1,19,female,College or Technical school,right-handed,PMT1,3,0 -250; 0 250,rhomboid,label_friend,friend,lbl_friend,c,619,1,NA,c,match,PMT1,friend
71,4,1,19,female,College or Technical school,right-handed,PMT1,3,0 -250; 0 250,octagon,label_happy,happy,lbl_happy,c,635,1,NA,c,match,PMT1,happy
72,4,1,19,female,College or Technical school,right-handed,PMT1,3,0 -250; 0 250,octagon,label_neutral,happy,lbl_neutral,c,769,1,NA,x,mismatch,PMT1,happy
73,4,1,19,female,College or Technical school,right-handed,PMT1,3,0 -250; 0 250,rhomboid,label_you,friend,lbl_you,c,641,1,NA,x,mismatch,PMT1,friend
74,4,1,19,female,College or Technical school,right-handed,NA,NA,0 50,triangle,diamond,NA,NA,NA,1550,NA,NA,1,NA,NA,NA
75,4,1,19,female,College or Technical school,right-handed,NA,NA,0 50,rhomboid,octagon,NA,NA,NA,2286,NA,NA,1,NA,NA,NA
76,4,1,19,female,College or Technical school,right-handed,RG1_YN,1,400; -400,diamond,triangle,neutralyou,NA,Yneutral_k,465,1,NA,k,pair,RG_incongruent,neutralyou
77,4,1,19,female,College or Technical school,right-handed,RG1_YN,1,400,diamond,NA,neutral,NA,Yneutral_k,417,1,NA,k,single,RG_incongruent,neutral
78,4,1,19,female,College or Technical school,right-handed,RG1_YN,1,400,rhomboid,NA,friend,NA,Yneutral_k,364,1,NA,j,single,RG_incongruent,friend
79,4,1,19,female,College or Technical school,right-handed,RG1_YN,1,-400,triangle,NA,you,NA,Yneutral_k,332,1,NA,k,single,RG_incongruent,you
80,4,1,19,female,College or Technical school,right-handed,RG1_YN,1,400,rhomboid,NA,friend,NA,Yneutral_k,297,1,NA,j,single,RG_incongruent,friend
81,4,1,19,female,College or Technical school,right-handed,RG1_YN,1,400,triangle,NA,you,NA,Yneutral_k,297,1,NA,k,single,RG_incongruent,you
82,4,1,19,female,College or Technical school,right-handed,RG1_YN,1,-400,octagon,NA,happy,NA,Yneutral_k,281,1,NA,j,single,RG_incongruent,happy
83,4,1,19,female,College or Technical school,right-handed,RG1_YN,1,-400,triangle,NA,you,NA,Yneutral_k,411,1,NA,k,single,RG_incongruent,you
84,4,1,19,female,College or Technical school,right-handed,RG1_YN,1,400; -400,octagon,rhomboid,happyfriend,NA,Yneutral_k,524,1,NA,j,pair,RG_incongruent,happyfriend
85,4,1,19,female,College or Technical school,right-handed,RG1_YN,1,400,octagon,NA,happy,NA,Yneutral_k,392,1,NA,j,single,RG_incongruent,happy
86,4,1,19,female,College or Technical school,right-handed,RG1_YN,1,400; -400,octagon,rhomboid,happyfriend,NA,Yneutral_k,482,0,NA,k,pair,RG_incongruent,happyfriend
87,4,1,19,female,College or Technical school,right-handed,RG1_YN,1,-400,diamond,NA,neutral,NA,Yneutral_k,353,1,NA,k,single,RG_incongruent,neutral
88,4,1,19,female,College or Technical school,right-handed,RG1_YN,1,400; -400,diamond,triangle,neutralyou,NA,Yneutral_k,541,1,NA,k,pair,RG_incongruent,neutralyou
89,4,1,19,female,College or Technical school,right-handed,RG1_YN,1,400,triangle,NA,you,NA,Yneutral_k,386,0,NA,j,single,RG_incongruent,you
90,4,1,19,female,College or Technical school,right-handed,RG1_YN,1,400; -400,rhomboid,octagon,friendhappy,NA,Yneutral_k,461,1,NA,j,pair,RG_incongruent,friendhappy
91,4,1,19,female,College or Technical school,right-handed,RG1_YN,1,400,rhomboid,NA,friend,NA,Yneutral_k,555,1,NA,j,single,RG_incongruent,friend
92,4,1,19,female,College or Technical school,right-handed,RG1_YN,1,400; -400,diamond,triangle,neutralyou,NA,Yneutral_k,410,1,NA,k,pair,RG_incongruent,neutralyou
93,4,1,19,female,College or Technical school,right-handed,RG1_YN,1,400; -400,octagon,rhomboid,happyfriend,NA,Yneutral_k,477,1,NA,j,pair,RG_incongruent,happyfriend
94,4,1,19,female,College or Technical school,right-handed,RG1_YN,1,400,triangle,NA,you,NA,Yneutral_k,305,1,NA,k,single,RG_incongruent,you
95,4,1,19,female,College or Technical school,right-handed,RG1_YN,1,-400,diamond,NA,neutral,NA,Yneutral_k,408,1,NA,k,single,RG_incongruent,neutral
96,4,1,19,female,College or Technical school,right-handed,RG1_YN,1,-400,rhomboid,NA,friend,NA,Yneutral_k,367,1,NA,j,single,RG_incongruent,friend
97,4,1,19,female,College or Technical school,right-handed,RG1_YN,1,400; -400,octagon,rhomboid,happyfriend,NA,Yneutral_k,405,1,NA,j,pair,RG_incongruent,happyfriend
98,4,1,19,female,College or Technical school,right-handed,RG1_YN,1,-400,triangle,NA,you,NA,Yneutral_k,294,0,NA,j,single,RG_incongruent,you
99,4,1,19,female,College or Technical school,right-handed,RG1_YN,1,400; -400,triangle,diamond,youneutral,NA,Yneutral_k,553,0,NA,j,pair,RG_incongruent,youneutral
100,4,1,19,female,College or Technical school,right-handed,RG1_YN,1,400; -400,rhomboid,octagon,friendhappy,NA,Yneutral_k,214,0,NA,k,pair,RG_incongruent,friendhappy
101,4,1,19,female,College or Technical school,right-handed,RG1_YN,1,400,octagon,NA,happy,NA,Yneutral_k,430,1,NA,j,single,RG_incongruent,happy
102,4,1,19,female,College or Technical school,right-handed,RG1_YN,1,-400,diamond,NA,neutral,NA,Yneutral_k,368,1,NA,k,single,RG_incongruent,neutral
103,4,1,19,female,College or Technical school,right-handed,RG1_YN,1,-400,octagon,NA,happy,NA,Yneutral_k,559,1,NA,j,single,RG_incongruent,happy
104,4,1,19,female,College or Technical school,right-handed,RG1_YN,1,400; -400,rhomboid,octagon,friendhappy,NA,Yneutral_k,751,1,NA,j,pair,RG_incongruent,friendhappy
105,4,1,19,female,College or Technical school,right-handed,RG1_YN,1,400,rhomboid,NA,friend,NA,Yneutral_k,599,1,NA,j,single,RG_incongruent,friend
106,4,1,19,female,College or Technical school,right-handed,RG1_YN,1,400; -400,octagon,rhomboid,happyfriend,NA,Yneutral_k,493,1,NA,j,pair,RG_incongruent,happyfriend
107,4,1,19,female,College or Technical school,right-handed,RG1_YN,1,-400,octagon,NA,happy,NA,Yneutral_k,316,1,NA,j,single,RG_incongruent,happy
108,4,1,19,female,College or Technical school,right-handed,RG1_YN,1,400,triangle,NA,you,NA,Yneutral_k,342,1,NA,k,single,RG_incongruent,you
109,4,1,19,female,College or Technical school,right-handed,RG1_YN,1,-400,rhomboid,NA,friend,NA,Yneutral_k,263,1,NA,j,single,RG_incongruent,friend
110,4,1,19,female,College or Technical school,right-handed,RG1_YN,1,400; -400,triangle,diamond,youneutral,NA,Yneutral_k,364,1,NA,k,pair,RG_incongruent,youneutral
111,4,1,19,female,College or Technical school,right-handed,RG1_YN,1,400,diamond,NA,neutral,NA,Yneutral_k,401,1,NA,k,single,RG_incongruent,neutral
112,4,1,19,female,College or Technical school,right-handed,RG1_YN,1,400,diamond,NA,neutral,NA,Yneutral_k,358,1,NA,k,single,RG_incongruent,neutral
113,4,1,19,female,College or Technical school,right-handed,RG1_YN,1,-400,rhomboid,NA,friend,NA,Yneutral_k,416,1,NA,j,single,RG_incongruent,friend
114,4,1,19,female,College or Technical school,right-handed,RG1_YN,1,400; -400,diamond,triangle,neutralyou,NA,Yneutral_k,458,1,NA,k,pair,RG_incongruent,neutralyou
115,4,1,19,female,College or Technical school,right-handed,RG1_YN,1,-400,diamond,NA,neutral,NA,Yneutral_k,915,1,NA,k,single,RG_incongruent,neutral
116,4,1,19,female,College or Technical school,right-handed,RG1_YN,1,-400,rhomboid,NA,friend,NA,Yneutral_k,512,1,NA,j,single,RG_incongruent,friend
117,4,1,19,female,College or Technical school,right-handed,RG1_YN,1,400,octagon,NA,happy,NA,Yneutral_k,485,1,NA,j,single,RG_incongruent,happy
118,4,1,19,female,College or Technical school,right-handed,RG1_YN,1,-400,rhomboid,NA,friend,NA,Yneutral_k,450,1,NA,j,single,RG_incongruent,friend
119,4,1,19,female,College or Technical school,right-handed,RG1_YN,1,400,triangle,NA,you,NA,Yneutral_k,315,1,NA,k,single,RG_incongruent,you
120,4,1,19,female,College or Technical school,right-handed,RG1_YN,1,-400,diamond,NA,neutral,NA,Yneutral_k,402,1,NA,k,single,RG_incongruent,neutral
121,4,1,19,female,College or Technical school,right-handed,RG1_YN,1,400; -400,diamond,triangle,neutralyou,NA,Yneutral_k,261,1,NA,k,pair,RG_incongruent,neutralyou
122,4,1,19,female,College or Technical school,right-handed,RG1_YN,1,400; -400,rhomboid,octagon,friendhappy,NA,Yneutral_k,287,0,NA,k,pair,RG_incongruent,friendhappy
123,4,1,19,female,College or Technical school,right-handed,RG1_YN,1,-400,triangle,NA,you,NA,Yneutral_k,337,1,NA,k,single,RG_incongruent,you
124,4,1,19,female,College or Technical school,right-handed,RG1_YN,1,400; -400,rhomboid,octagon,friendhappy,NA,Yneutral_k,448,1,NA,j,pair,RG_incongruent,friendhappy
125,4,1,19,female,College or Technical school,right-handed,RG1_YN,1,400,octagon,NA,happy,NA,Yneutral_k,516,1,NA,j,single,RG_incongruent,happy
126,4,1,19,female,College or Technical school,right-handed,RG1_YN,1,400,octagon,NA,happy,NA,Yneutral_k,344,1,NA,j,single,RG_incongruent,happy
127,4,1,19,female,College or Technical school,right-handed,RG1_YN,1,400; -400,triangle,diamond,youneutral,NA,Yneutral_k,452,1,NA,k,pair,RG_incongruent,youneutral
128,4,1,19,female,College or Technical school,right-handed,RG1_YN,1,400; -400,triangle,diamond,youneutral,NA,Yneutral_k,378,1,NA,k,pair,RG_incongruent,youneutral
129,4,1,19,female,College or Technical school,right-handed,RG1_YN,1,-400,octagon,NA,happy,NA,Yneutral_k,500,1,NA,j,single,RG_incongruent,happy
130,4,1,19,female,College or Technical school,right-handed,RG1_YN,1,400,diamond,NA,neutral,NA,Yneutral_k,708,1,NA,k,single,RG_incongruent,neutral
131,4,1,19,female,College or Technical school,right-handed,RG1_YN,1,400,rhomboid,NA,friend,NA,Yneutral_k,526,1,NA,j,single,RG_incongruent,friend
132,4,1,19,female,College or Technical school,right-handed,RG1_YN,1,-400,triangle,NA,you,NA,Yneutral_k,417,1,NA,k,single,RG_incongruent,you
133,4,1,19,female,College or Technical school,right-handed,RG1_YN,1,400; -400,triangle,diamond,youneutral,NA,Yneutral_k,420,1,NA,k,pair,RG_incongruent,youneutral
134,4,1,19,female,College or Technical school,right-handed,RG1_YN,1,-400,octagon,NA,happy,NA,Yneutral_k,328,1,NA,j,single,RG_incongruent,happy
135,4,1,19,female,College or Technical school,right-handed,RG1_YN,1,400,diamond,NA,neutral,NA,Yneutral_k,417,1,NA,k,single,RG_incongruent,neutral
136,4,1,19,female,College or Technical school,right-handed,RG1_YN,2,-400,octagon,NA,happy,NA,Yneutral_k,424,1,NA,j,single,RG_incongruent,happy
137,4,1,19,female,College or Technical school,right-handed,RG1_YN,2,400,triangle,NA,you,NA,Yneutral_k,276,1,NA,k,single,RG_incongruent,you
138,4,1,19,female,College or Technical school,right-handed,RG1_YN,2,400; -400,octagon,rhomboid,happyfriend,NA,Yneutral_k,369,1,NA,j,pair,RG_incongruent,happyfriend
139,4,1,19,female,College or Technical school,right-handed,RG1_YN,2,-400,diamond,NA,neutral,NA,Yneutral_k,311,1,NA,k,single,RG_incongruent,neutral
140,4,1,19,female,College or Technical school,right-handed,RG1_YN,2,-400,rhomboid,NA,friend,NA,Yneutral_k,370,1,NA,j,single,RG_incongruent,friend
141,4,1,19,female,College or Technical school,right-handed,RG1_YN,2,400,triangle,NA,you,NA,Yneutral_k,318,1,NA,k,single,RG_incongruent,you
142,4,1,19,female,College or Technical school,right-handed,RG1_YN,2,400; -400,octagon,rhomboid,happyfriend,NA,Yneutral_k,345,1,NA,j,pair,RG_incongruent,happyfriend
143,4,1,19,female,College or Technical school,right-handed,RG1_YN,2,-400,triangle,NA,you,NA,Yneutral_k,382,1,NA,k,single,RG_incongruent,you
144,4,1,19,female,College or Technical school,right-handed,RG1_YN,2,-400,diamond,NA,neutral,NA,Yneutral_k,516,1,NA,k,single,RG_incongruent,neutral
145,4,1,19,female,College or Technical school,right-handed,RG1_YN,2,400; -400,diamond,triangle,neutralyou,NA,Yneutral_k,408,0,NA,j,pair,RG_incongruent,neutralyou
146,4,1,19,female,College or Technical school,right-handed,RG1_YN,2,-400,rhomboid,NA,friend,NA,Yneutral_k,522,1,NA,j,single,RG_incongruent,friend
147,4,1,19,female,College or Technical school,right-handed,RG1_YN,2,-400,triangle,NA,you,NA,Yneutral_k,498,1,NA,k,single,RG_incongruent,you
148,4,1,19,female,College or Technical school,right-handed,RG1_YN,2,400; -400,octagon,rhomboid,happyfriend,NA,Yneutral_k,447,1,NA,j,pair,RG_incongruent,happyfriend
149,4,1,19,female,College or Technical school,right-handed,RG1_YN,2,-400,octagon,NA,happy,NA,Yneutral_k,535,1,NA,j,single,RG_incongruent,happy
150,4,1,19,female,College or Technical school,right-handed,RG1_YN,2,400,rhomboid,NA,friend,NA,Yneutral_k,536,1,NA,j,single,RG_incongruent,friend
151,4,1,19,female,College or Technical school,right-handed,RG1_YN,2,400; -400,diamond,triangle,neutralyou,NA,Yneutral_k,400,1,NA,k,pair,RG_incongruent,neutralyou
152,4,1,19,female,College or Technical school,right-handed,RG1_YN,2,-400,octagon,NA,happy,NA,Yneutral_k,360,1,NA,j,single,RG_incongruent,happy
153,4,1,19,female,College or Technical school,right-handed,RG1_YN,2,-400,rhomboid,NA,friend,NA,Yneutral_k,285,1,NA,j,single,RG_incongruent,friend
154,4,1,19,female,College or Technical school,right-handed,RG1_YN,2,-400,rhomboid,NA,friend,NA,Yneutral_k,306,1,NA,j,single,RG_incongruent,friend
155,4,1,19,female,College or Technical school,right-handed,RG1_YN,2,400,diamond,NA,neutral,NA,Yneutral_k,369,0,NA,j,single,RG_incongruent,neutral
156,4,1,19,female,College or Technical school,right-handed,RG1_YN,2,400; -400,rhomboid,octagon,friendhappy,NA,Yneutral_k,437,1,NA,j,pair,RG_incongruent,friendhappy
157,4,1,19,female,College or Technical school,right-handed,RG1_YN,2,400; -400,triangle,diamond,youneutral,NA,Yneutral_k,339,1,NA,k,pair,RG_incongruent,youneutral
158,4,1,19,female,College or Technical school,right-handed,RG1_YN,2,400,diamond,NA,neutral,NA,Yneutral_k,429,1,NA,k,single,RG_incongruent,neutral
159,4,1,19,female,College or Technical school,right-handed,RG1_YN,2,-400,rhomboid,NA,friend,NA,Yneutral_k,300,1,NA,j,single,RG_incongruent,friend
160,4,1,19,female,College or Technical school,right-handed,RG1_YN,2,-400,octagon,NA,happy,NA,Yneutral_k,554,0,NA,k,single,RG_incongruent,happy
161,4,1,19,female,College or Technical school,right-handed,RG1_YN,2,400; -400,octagon,rhomboid,happyfriend,NA,Yneutral_k,473,1,NA,j,pair,RG_incongruent,happyfriend
162,4,1,19,female,College or Technical school,right-handed,RG1_YN,2,400,octagon,NA,happy,NA,Yneutral_k,360,1,NA,j,single,RG_incongruent,happy
163,4,1,19,female,College or Technical school,right-handed,RG1_YN,2,400,diamond,NA,neutral,NA,Yneutral_k,315,0,NA,j,single,RG_incongruent,neutral
164,4,1,19,female,College or Technical school,right-handed,RG1_YN,2,-400,diamond,NA,neutral,NA,Yneutral_k,332,0,NA,j,single,RG_incongruent,neutral
165,4,1,19,female,College or Technical school,right-handed,RG1_YN,2,400,triangle,NA,you,NA,Yneutral_k,338,1,NA,k,single,RG_incongruent,you
166,4,1,19,female,College or Technical school,right-handed,RG1_YN,2,-400,diamond,NA,neutral,NA,Yneutral_k,444,1,NA,k,single,RG_incongruent,neutral
167,4,1,19,female,College or Technical school,right-handed,RG1_YN,2,400; -400,triangle,diamond,youneutral,NA,Yneutral_k,344,1,NA,k,pair,RG_incongruent,youneutral
168,4,1,19,female,College or Technical school,right-handed,RG1_YN,2,400; -400,triangle,diamond,youneutral,NA,Yneutral_k,325,1,NA,k,pair,RG_incongruent,youneutral
169,4,1,19,female,College or Technical school,right-handed,RG1_YN,2,400; -400,rhomboid,octagon,friendhappy,NA,Yneutral_k,423,1,NA,j,pair,RG_incongruent,friendhappy
170,4,1,19,female,College or Technical school,right-handed,RG1_YN,2,400,rhomboid,NA,friend,NA,Yneutral_k,465,1,NA,j,single,RG_incongruent,friend
171,4,1,19,female,College or Technical school,right-handed,RG1_YN,2,400,triangle,NA,you,NA,Yneutral_k,477,1,NA,k,single,RG_incongruent,you
172,4,1,19,female,College or Technical school,right-handed,RG1_YN,2,400,rhomboid,NA,friend,NA,Yneutral_k,668,1,NA,j,single,RG_incongruent,friend
173,4,1,19,female,College or Technical school,right-handed,RG1_YN,2,-400,triangle,NA,you,NA,Yneutral_k,376,1,NA,k,single,RG_incongruent,you
174,4,1,19,female,College or Technical school,right-handed,RG1_YN,2,-400,octagon,NA,happy,NA,Yneutral_k,414,1,NA,j,single,RG_incongruent,happy
175,4,1,19,female,College or Technical school,right-handed,RG1_YN,2,400,rhomboid,NA,friend,NA,Yneutral_k,465,1,NA,j,single,RG_incongruent,friend
176,4,1,19,female,College or Technical school,right-handed,RG1_YN,2,400; -400,triangle,diamond,youneutral,NA,Yneutral_k,288,1,NA,k,pair,RG_incongruent,youneutral
177,4,1,19,female,College or Technical school,right-handed,RG1_YN,2,400,rhomboid,NA,friend,NA,Yneutral_k,328,0,NA,k,single,RG_incongruent,friend
178,4,1,19,female,College or Technical school,right-handed,RG1_YN,2,-400,diamond,NA,neutral,NA,Yneutral_k,530,1,NA,k,single,RG_incongruent,neutral
179,4,1,19,female,College or Technical school,right-handed,RG1_YN,2,-400,triangle,NA,you,NA,Yneutral_k,465,0,NA,j,single,RG_incongruent,you
