,subjectGroup,subject,age,sex,education,handedness,TaskName,BlockNumber,stimPos,stim1,stim2,left,right,MATCHkey,RT,correct,TaskType,Association,Condition
172,14,1,21,male,High school or equivalent ,right-handed,RG1,2,400,square,-,4,-,Y9_G,583,1,RG_congruent,1,congruent
180,14,1,21,male,High school or equivalent ,right-handed,RG1,2,-400,square,-,4,-,Y9_G,634,1,RG_congruent,1,congruent
181,14,1,21,male,High school or equivalent ,right-handed,RG1,2,-400,square,-,4,-,Y9_G,539,1,RG_congruent,1,congruent
189,14,1,21,male,High school or equivalent ,right-handed,RG1,2,400,square,-,4,-,Y9_G,621,1,RG_congruent,1,congruent
199,14,1,21,male,High school or equivalent ,right-handed,RG1,3,-400,square,-,4,-,Y9_G,623,1,RG_congruent,1,congruent
205,14,1,21,male,High school or equivalent ,right-handed,RG1,3,400,square,-,4,-,Y9_G,610,1,RG_congruent,1,congruent
207,14,1,21,male,High school or equivalent ,right-handed,RG1,3,-400,square,-,4,-,Y9_G,543,1,RG_congruent,1,congruent
212,14,1,21,male,High school or equivalent ,right-handed,RG1,3,400,square,-,4,-,Y9_G,549,1,RG_congruent,1,congruent
222,14,1,21,male,High school or equivalent ,right-handed,RG1,3,400,square,-,4,-,Y9_G,550,1,RG_congruent,1,congruent
225,14,1,21,male,High school or equivalent ,right-handed,RG1,3,400,square,-,4,-,Y9_G,549,1,RG_congruent,1,congruent
240,14,1,21,male,High school or equivalent ,right-handed,RG1,3,-400,square,-,4,-,Y9_G,576,1,RG_congruent,1,congruent
250,14,1,21,male,High school or equivalent ,right-handed,RG1,3,-400,square,-,4,-,Y9_G,662,1,RG_congruent,1,congruent
252,14,1,21,male,High school or equivalent ,right-handed,RG1,3,400,square,-,4,-,Y9_G,525,1,RG_congruent,1,congruent
253,14,1,21,male,High school or equivalent ,right-handed,RG1,3,-400,square,-,4,-,Y9_G,539,1,RG_congruent,1,congruent
87,14,1,21,male,High school or equivalent ,right-handed,RG1,1,400; -400,pentagon,trapeze,1,3,Y9_G,503,1,RG_congruent,self9,congruent
99,14,1,21,male,High school or equivalent ,right-handed,RG1,1,400; -400,pentagon,trapeze,1,3,Y9_G,484,0,RG_congruent,self9,congruent
105,14,1,21,male,High school or equivalent ,right-handed,RG1,1,400; -400,pentagon,trapeze,1,3,Y9_G,794,1,RG_congruent,self9,congruent
120,14,1,21,male,High school or equivalent ,right-handed,RG1,1,400; -400,pentagon,trapeze,1,3,Y9_G,871,1,RG_congruent,self9,congruent
131,14,1,21,male,High school or equivalent ,right-handed,RG1,1,400; -400,pentagon,trapeze,1,3,Y9_G,669,1,RG_congruent,self9,congruent
143,14,1,21,male,High school or equivalent ,right-handed,RG1,2,400; -400,pentagon,trapeze,1,3,Y9_G,491,1,RG_congruent,self9,congruent
144,14,1,21,male,High school or equivalent ,right-handed,RG1,2,400; -400,pentagon,trapeze,1,3,Y9_G,563,1,RG_congruent,self9,congruent
154,14,1,21,male,High school or equivalent ,right-handed,RG1,2,400; -400,pentagon,trapeze,1,3,Y9_G,564,1,RG_congruent,self9,congruent
191,14,1,21,male,High school or equivalent ,right-handed,RG1,2,400; -400,pentagon,trapeze,1,3,Y9_G,489,1,RG_congruent,self9,congruent
195,14,1,21,male,High school or equivalent ,right-handed,RG1,2,400; -400,pentagon,trapeze,1,3,Y9_G,658,1,RG_congruent,self9,congruent
232,14,1,21,male,High school or equivalent ,right-handed,RG1,3,400; -400,pentagon,trapeze,1,3,Y9_G,602,1,RG_congruent,self9,congruent
243,14,1,21,male,High school or equivalent ,right-handed,RG1,3,400; -400,pentagon,trapeze,1,3,Y9_G,578,1,RG_congruent,self9,congruent
246,14,1,21,male,High school or equivalent ,right-handed,RG1,3,400; -400,pentagon,trapeze,1,3,Y9_G,645,1,RG_congruent,self9,congruent
248,14,1,21,male,High school or equivalent ,right-handed,RG1,3,400; -400,pentagon,trapeze,1,3,Y9_G,604,1,RG_congruent,self9,congruent
256,14,1,21,male,High school or equivalent ,right-handed,RG1,3,400; -400,pentagon,trapeze,1,3,Y9_G,595,1,RG_congruent,self9,congruent
85,14,1,21,male,High school or equivalent ,right-handed,RG1,1,400; -400,trapeze,pentagon,3,1,Y9_G,640,1,RG_congruent,9self,congruent
113,14,1,21,male,High school or equivalent ,right-handed,RG1,1,400; -400,trapeze,pentagon,3,1,Y9_G,1004,1,RG_congruent,9self,congruent
118,14,1,21,male,High school or equivalent ,right-handed,RG1,1,400; -400,trapeze,pentagon,3,1,Y9_G,669,1,RG_congruent,9self,congruent
119,14,1,21,male,High school or equivalent ,right-handed,RG1,1,400; -400,trapeze,pentagon,3,1,Y9_G,571,1,RG_congruent,9self,congruent
135,14,1,21,male,High school or equivalent ,right-handed,RG1,1,400; -400,trapeze,pentagon,3,1,Y9_G,734,1,RG_congruent,9self,congruent
147,14,1,21,male,High school or equivalent ,right-handed,RG1,2,400; -400,trapeze,pentagon,3,1,Y9_G,458,1,RG_congruent,9self,congruent
183,14,1,21,male,High school or equivalent ,right-handed,RG1,2,400; -400,trapeze,pentagon,3,1,Y9_G,500,0,RG_congruent,9self,congruent
186,14,1,21,male,High school or equivalent ,right-handed,RG1,2,400; -400,trapeze,pentagon,3,1,Y9_G,504,1,RG_congruent,9self,congruent
193,14,1,21,male,High school or equivalent ,right-handed,RG1,2,400; -400,trapeze,pentagon,3,1,Y9_G,704,1,RG_congruent,9self,congruent
196,14,1,21,male,High school or equivalent ,right-handed,RG1,2,400; -400,trapeze,pentagon,3,1,Y9_G,738,1,RG_congruent,9self,congruent
200,14,1,21,male,High school or equivalent ,right-handed,RG1,3,400; -400,trapeze,pentagon,3,1,Y9_G,552,1,RG_congruent,9self,congruent
203,14,1,21,male,High school or equivalent ,right-handed,RG1,3,400; -400,trapeze,pentagon,3,1,Y9_G,569,1,RG_congruent,9self,congruent
223,14,1,21,male,High school or equivalent ,right-handed,RG1,3,400; -400,trapeze,pentagon,3,1,Y9_G,698,1,RG_congruent,9self,congruent
228,14,1,21,male,High school or equivalent ,right-handed,RG1,3,400; -400,trapeze,pentagon,3,1,Y9_G,514,1,RG_congruent,9self,congruent
229,14,1,21,male,High school or equivalent ,right-handed,RG1,3,400; -400,trapeze,pentagon,3,1,Y9_G,521,1,RG_congruent,9self,congruent
874,14,1,21,male,High school or equivalent ,right-handed,RG1,1,400; -400,pentagon,trapeze,1,3,Y9_G,503,1,RG_congruent,self9,congruent
994,14,1,21,male,High school or equivalent ,right-handed,RG1,1,400; -400,pentagon,trapeze,1,3,Y9_G,484,0,RG_congruent,self9,congruent
1054,14,1,21,male,High school or equivalent ,right-handed,RG1,1,400; -400,pentagon,trapeze,1,3,Y9_G,794,1,RG_congruent,self9,congruent
1204,14,1,21,male,High school or equivalent ,right-handed,RG1,1,400; -400,pentagon,trapeze,1,3,Y9_G,871,1,RG_congruent,self9,congruent
1312,14,1,21,male,High school or equivalent ,right-handed,RG1,1,400; -400,pentagon,trapeze,1,3,Y9_G,669,1,RG_congruent,self9,congruent
1434,14,1,21,male,High school or equivalent ,right-handed,RG1,2,400; -400,pentagon,trapeze,1,3,Y9_G,491,1,RG_congruent,self9,congruent
1444,14,1,21,male,High school or equivalent ,right-handed,RG1,2,400; -400,pentagon,trapeze,1,3,Y9_G,563,1,RG_congruent,self9,congruent
1544,14,1,21,male,High school or equivalent ,right-handed,RG1,2,400; -400,pentagon,trapeze,1,3,Y9_G,564,1,RG_congruent,self9,congruent
1912,14,1,21,male,High school or equivalent ,right-handed,RG1,2,400; -400,pentagon,trapeze,1,3,Y9_G,489,1,RG_congruent,self9,congruent
1954,14,1,21,male,High school or equivalent ,right-handed,RG1,2,400; -400,pentagon,trapeze,1,3,Y9_G,658,1,RG_congruent,self9,congruent
2324,14,1,21,male,High school or equivalent ,right-handed,RG1,3,400; -400,pentagon,trapeze,1,3,Y9_G,602,1,RG_congruent,self9,congruent
2434,14,1,21,male,High school or equivalent ,right-handed,RG1,3,400; -400,pentagon,trapeze,1,3,Y9_G,578,1,RG_congruent,self9,congruent
2464,14,1,21,male,High school or equivalent ,right-handed,RG1,3,400; -400,pentagon,trapeze,1,3,Y9_G,645,1,RG_congruent,self9,congruent
2484,14,1,21,male,High school or equivalent ,right-handed,RG1,3,400; -400,pentagon,trapeze,1,3,Y9_G,604,1,RG_congruent,self9,congruent
2564,14,1,21,male,High school or equivalent ,right-handed,RG1,3,400; -400,pentagon,trapeze,1,3,Y9_G,595,1,RG_congruent,self9,congruent
854,14,1,21,male,High school or equivalent ,right-handed,RG1,1,400; -400,trapeze,pentagon,3,1,Y9_G,640,1,RG_congruent,9self,congruent
1134,14,1,21,male,High school or equivalent ,right-handed,RG1,1,400; -400,trapeze,pentagon,3,1,Y9_G,1004,1,RG_congruent,9self,congruent
1184,14,1,21,male,High school or equivalent ,right-handed,RG1,1,400; -400,trapeze,pentagon,3,1,Y9_G,669,1,RG_congruent,9self,congruent
1194,14,1,21,male,High school or equivalent ,right-handed,RG1,1,400; -400,trapeze,pentagon,3,1,Y9_G,571,1,RG_congruent,9self,congruent
1354,14,1,21,male,High school or equivalent ,right-handed,RG1,1,400; -400,trapeze,pentagon,3,1,Y9_G,734,1,RG_congruent,9self,congruent
1474,14,1,21,male,High school or equivalent ,right-handed,RG1,2,400; -400,trapeze,pentagon,3,1,Y9_G,458,1,RG_congruent,9self,congruent
1834,14,1,21,male,High school or equivalent ,right-handed,RG1,2,400; -400,trapeze,pentagon,3,1,Y9_G,500,0,RG_congruent,9self,congruent
1864,14,1,21,male,High school or equivalent ,right-handed,RG1,2,400; -400,trapeze,pentagon,3,1,Y9_G,504,1,RG_congruent,9self,congruent
1934,14,1,21,male,High school or equivalent ,right-handed,RG1,2,400; -400,trapeze,pentagon,3,1,Y9_G,704,1,RG_congruent,9self,congruent
1964,14,1,21,male,High school or equivalent ,right-handed,RG1,2,400; -400,trapeze,pentagon,3,1,Y9_G,738,1,RG_congruent,9self,congruent
2004,14,1,21,male,High school or equivalent ,right-handed,RG1,3,400; -400,trapeze,pentagon,3,1,Y9_G,552,1,RG_congruent,9self,congruent
2034,14,1,21,male,High school or equivalent ,right-handed,RG1,3,400; -400,trapeze,pentagon,3,1,Y9_G,569,1,RG_congruent,9self,congruent
2234,14,1,21,male,High school or equivalent ,right-handed,RG1,3,400; -400,trapeze,pentagon,3,1,Y9_G,698,1,RG_congruent,9self,congruent
2284,14,1,21,male,High school or equivalent ,right-handed,RG1,3,400; -400,trapeze,pentagon,3,1,Y9_G,514,1,RG_congruent,9self,congruent
2294,14,1,21,male,High school or equivalent ,right-handed,RG1,3,400; -400,trapeze,pentagon,3,1,Y9_G,521,1,RG_congruent,9self,congruent
80,14,1,21,male,High school or equivalent ,right-handed,RG1,1,400; -400,kite,square,2,4,Y9_G,677,1,RG_congruent,friend1,congruent
82,14,1,21,male,High school or equivalent ,right-handed,RG1,1,400; -400,kite,square,2,4,Y9_G,433,1,RG_congruent,friend1,congruent
106,14,1,21,male,High school or equivalent ,right-handed,RG1,1,400; -400,kite,square,2,4,Y9_G,643,1,RG_congruent,friend1,congruent
125,14,1,21,male,High school or equivalent ,right-handed,RG1,1,400; -400,kite,square,2,4,Y9_G,609,1,RG_congruent,friend1,congruent
128,14,1,21,male,High school or equivalent ,right-handed,RG1,1,400; -400,kite,square,2,4,Y9_G,657,1,RG_congruent,friend1,congruent
148,14,1,21,male,High school or equivalent ,right-handed,RG1,2,400; -400,kite,square,2,4,Y9_G,539,1,RG_congruent,friend1,congruent
161,14,1,21,male,High school or equivalent ,right-handed,RG1,2,400; -400,kite,square,2,4,Y9_G,608,1,RG_congruent,friend1,congruent
162,14,1,21,male,High school or equivalent ,right-handed,RG1,2,400; -400,kite,square,2,4,Y9_G,506,1,RG_congruent,friend1,congruent
166,14,1,21,male,High school or equivalent ,right-handed,RG1,2,400; -400,kite,square,2,4,Y9_G,610,1,RG_congruent,friend1,congruent
169,14,1,21,male,High school or equivalent ,right-handed,RG1,2,400; -400,kite,square,2,4,Y9_G,559,1,RG_congruent,friend1,congruent
214,14,1,21,male,High school or equivalent ,right-handed,RG1,3,400; -400,kite,square,2,4,Y9_G,568,1,RG_congruent,friend1,congruent
216,14,1,21,male,High school or equivalent ,right-handed,RG1,3,400; -400,kite,square,2,4,Y9_G,546,1,RG_congruent,friend1,congruent
235,14,1,21,male,High school or equivalent ,right-handed,RG1,3,400; -400,kite,square,2,4,Y9_G,582,1,RG_congruent,friend1,congruent
238,14,1,21,male,High school or equivalent ,right-handed,RG1,3,400; -400,kite,square,2,4,Y9_G,611,1,RG_congruent,friend1,congruent
249,14,1,21,male,High school or equivalent ,right-handed,RG1,3,400; -400,kite,square,2,4,Y9_G,494,1,RG_congruent,friend1,congruent
88,14,1,21,male,High school or equivalent ,right-handed,RG1,1,400; -400,square,kite,4,2,Y9_G,574,1,RG_congruent,1friend,congruent
92,14,1,21,male,High school or equivalent ,right-handed,RG1,1,400; -400,square,kite,4,2,Y9_G,717,1,RG_congruent,1friend,congruent
97,14,1,21,male,High school or equivalent ,right-handed,RG1,1,400; -400,square,kite,4,2,Y9_G,626,1,RG_congruent,1friend,congruent
98,14,1,21,male,High school or equivalent ,right-handed,RG1,1,400; -400,square,kite,4,2,Y9_G,492,1,RG_congruent,1friend,congruent
117,14,1,21,male,High school or equivalent ,right-handed,RG1,1,400; -400,square,kite,4,2,Y9_G,719,1,RG_congruent,1friend,congruent
157,14,1,21,male,High school or equivalent ,right-handed,RG1,2,400; -400,square,kite,4,2,Y9_G,560,1,RG_congruent,1friend,congruent
170,14,1,21,male,High school or equivalent ,right-handed,RG1,2,400; -400,square,kite,4,2,Y9_G,619,1,RG_congruent,1friend,congruent
176,14,1,21,male,High school or equivalent ,right-handed,RG1,2,400; -400,square,kite,4,2,Y9_G,525,1,RG_congruent,1friend,congruent
177,14,1,21,male,High school or equivalent ,right-handed,RG1,2,400; -400,square,kite,4,2,Y9_G,507,1,RG_congruent,1friend,congruent
194,14,1,21,male,High school or equivalent ,right-handed,RG1,2,400; -400,square,kite,4,2,Y9_G,590,1,RG_congruent,1friend,congruent
201,14,1,21,male,High school or equivalent ,right-handed,RG1,3,400; -400,square,kite,4,2,Y9_G,557,1,RG_congruent,1friend,congruent
220,14,1,21,male,High school or equivalent ,right-handed,RG1,3,400; -400,square,kite,4,2,Y9_G,737,1,RG_congruent,1friend,congruent
226,14,1,21,male,High school or equivalent ,right-handed,RG1,3,400; -400,square,kite,4,2,Y9_G,593,1,RG_congruent,1friend,congruent
236,14,1,21,male,High school or equivalent ,right-handed,RG1,3,400; -400,square,kite,4,2,Y9_G,601,1,RG_congruent,1friend,congruent
245,14,1,21,male,High school or equivalent ,right-handed,RG1,3,400; -400,square,kite,4,2,Y9_G,544,1,RG_congruent,1friend,congruent
804,14,1,21,male,High school or equivalent ,right-handed,RG1,1,400; -400,kite,square,2,4,Y9_G,677,1,RG_congruent,friend1,congruent
824,14,1,21,male,High school or equivalent ,right-handed,RG1,1,400; -400,kite,square,2,4,Y9_G,433,1,RG_congruent,friend1,congruent
1064,14,1,21,male,High school or equivalent ,right-handed,RG1,1,400; -400,kite,square,2,4,Y9_G,643,1,RG_congruent,friend1,congruent
1254,14,1,21,male,High school or equivalent ,right-handed,RG1,1,400; -400,kite,square,2,4,Y9_G,609,1,RG_congruent,friend1,congruent
1284,14,1,21,male,High school or equivalent ,right-handed,RG1,1,400; -400,kite,square,2,4,Y9_G,657,1,RG_congruent,friend1,congruent
1484,14,1,21,male,High school or equivalent ,right-handed,RG1,2,400; -400,kite,square,2,4,Y9_G,539,1,RG_congruent,friend1,congruent
1612,14,1,21,male,High school or equivalent ,right-handed,RG1,2,400; -400,kite,square,2,4,Y9_G,608,1,RG_congruent,friend1,congruent
1624,14,1,21,male,High school or equivalent ,right-handed,RG1,2,400; -400,kite,square,2,4,Y9_G,506,1,RG_congruent,friend1,congruent
1664,14,1,21,male,High school or equivalent ,right-handed,RG1,2,400; -400,kite,square,2,4,Y9_G,610,1,RG_congruent,friend1,congruent
1694,14,1,21,male,High school or equivalent ,right-handed,RG1,2,400; -400,kite,square,2,4,Y9_G,559,1,RG_congruent,friend1,congruent
2144,14,1,21,male,High school or equivalent ,right-handed,RG1,3,400; -400,kite,square,2,4,Y9_G,568,1,RG_congruent,friend1,congruent
2164,14,1,21,male,High school or equivalent ,right-handed,RG1,3,400; -400,kite,square,2,4,Y9_G,546,1,RG_congruent,friend1,congruent
2354,14,1,21,male,High school or equivalent ,right-handed,RG1,3,400; -400,kite,square,2,4,Y9_G,582,1,RG_congruent,friend1,congruent
2384,14,1,21,male,High school or equivalent ,right-handed,RG1,3,400; -400,kite,square,2,4,Y9_G,611,1,RG_congruent,friend1,congruent
2494,14,1,21,male,High school or equivalent ,right-handed,RG1,3,400; -400,kite,square,2,4,Y9_G,494,1,RG_congruent,friend1,congruent
884,14,1,21,male,High school or equivalent ,right-handed,RG1,1,400; -400,square,kite,4,2,Y9_G,574,1,RG_congruent,1friend,congruent
924,14,1,21,male,High school or equivalent ,right-handed,RG1,1,400; -400,square,kite,4,2,Y9_G,717,1,RG_congruent,1friend,congruent
974,14,1,21,male,High school or equivalent ,right-handed,RG1,1,400; -400,square,kite,4,2,Y9_G,626,1,RG_congruent,1friend,congruent
984,14,1,21,male,High school or equivalent ,right-handed,RG1,1,400; -400,square,kite,4,2,Y9_G,492,1,RG_congruent,1friend,congruent
1174,14,1,21,male,High school or equivalent ,right-handed,RG1,1,400; -400,square,kite,4,2,Y9_G,719,1,RG_congruent,1friend,congruent
1574,14,1,21,male,High school or equivalent ,right-handed,RG1,2,400; -400,square,kite,4,2,Y9_G,560,1,RG_congruent,1friend,congruent
1704,14,1,21,male,High school or equivalent ,right-handed,RG1,2,400; -400,square,kite,4,2,Y9_G,619,1,RG_congruent,1friend,congruent
1764,14,1,21,male,High school or equivalent ,right-handed,RG1,2,400; -400,square,kite,4,2,Y9_G,525,1,RG_congruent,1friend,congruent
1774,14,1,21,male,High school or equivalent ,right-handed,RG1,2,400; -400,square,kite,4,2,Y9_G,507,1,RG_congruent,1friend,congruent
1944,14,1,21,male,High school or equivalent ,right-handed,RG1,2,400; -400,square,kite,4,2,Y9_G,590,1,RG_congruent,1friend,congruent
2012,14,1,21,male,High school or equivalent ,right-handed,RG1,3,400; -400,square,kite,4,2,Y9_G,557,1,RG_congruent,1friend,congruent
2204,14,1,21,male,High school or equivalent ,right-handed,RG1,3,400; -400,square,kite,4,2,Y9_G,737,1,RG_congruent,1friend,congruent
2264,14,1,21,male,High school or equivalent ,right-handed,RG1,3,400; -400,square,kite,4,2,Y9_G,593,1,RG_congruent,1friend,congruent
2364,14,1,21,male,High school or equivalent ,right-handed,RG1,3,400; -400,square,kite,4,2,Y9_G,601,1,RG_congruent,1friend,congruent
2454,14,1,21,male,High school or equivalent ,right-handed,RG1,3,400; -400,square,kite,4,2,Y9_G,544,1,RG_congruent,1friend,congruent
389,14,1,21,male,High school or equivalent ,right-handed,RG2,1,-400,octagon,-,5,-,Y1_j,577,1,RG_incongruent,self,incongruent
398,14,1,21,male,High school or equivalent ,right-handed,RG2,1,400,octagon,-,5,-,Y1_j,699,1,RG_incongruent,self,incongruent
400,14,1,21,male,High school or equivalent ,right-handed,RG2,1,400,octagon,-,5,-,Y1_j,501,1,RG_incongruent,self,incongruent
402,14,1,21,male,High school or equivalent ,right-handed,RG2,1,400,octagon,-,5,-,Y1_j,490,1,RG_incongruent,self,incongruent
404,14,1,21,male,High school or equivalent ,right-handed,RG2,1,400,octagon,-,5,-,Y1_j,527,1,RG_incongruent,self,incongruent
405,14,1,21,male,High school or equivalent ,right-handed,RG2,1,-400,octagon,-,5,-,Y1_j,517,1,RG_incongruent,self,incongruent
407,14,1,21,male,High school or equivalent ,right-handed,RG2,1,-400,octagon,-,5,-,Y1_j,565,1,RG_incongruent,self,incongruent
411,14,1,21,male,High school or equivalent ,right-handed,RG2,1,400,octagon,-,5,-,Y1_j,514,1,RG_incongruent,self,incongruent
415,14,1,21,male,High school or equivalent ,right-handed,RG2,1,-400,octagon,-,5,-,Y1_j,523,1,RG_incongruent,self,incongruent
440,14,1,21,male,High school or equivalent ,right-handed,RG2,1,-400,octagon,-,5,-,Y1_j,601,1,RG_incongruent,self,incongruent
451,14,1,21,male,High school or equivalent ,right-handed,RG2,2,-400,octagon,-,5,-,Y1_j,470,1,RG_incongruent,self,incongruent
458,14,1,21,male,High school or equivalent ,right-handed,RG2,2,-400,octagon,-,5,-,Y1_j,498,1,RG_incongruent,self,incongruent
461,14,1,21,male,High school or equivalent ,right-handed,RG2,2,-400,octagon,-,5,-,Y1_j,518,1,RG_incongruent,self,incongruent
472,14,1,21,male,High school or equivalent ,right-handed,RG2,2,400,octagon,-,5,-,Y1_j,547,1,RG_incongruent,self,incongruent
480,14,1,21,male,High school or equivalent ,right-handed,RG2,2,400,octagon,-,5,-,Y1_j,580,1,RG_incongruent,self,incongruent
481,14,1,21,male,High school or equivalent ,right-handed,RG2,2,-400,octagon,-,5,-,Y1_j,472,1,RG_incongruent,self,incongruent
486,14,1,21,male,High school or equivalent ,right-handed,RG2,2,400,octagon,-,5,-,Y1_j,559,1,RG_incongruent,self,incongruent
